Security_Code, Market_Cap, Debt_to_Equity, RoCE, RoNW, Operating_Profit_per_share, Secutity_Id
539353, 5.24, --, 14.11, 9.58, 15.58, swaraj-automotives-ltd
539392, 6.69, --, --, --, 0.05, sang-froid-labs-(india)-ltd
532730, 13.67, --, 15.25, 28.60, 0.02, stl-global-ltd
531489, 28.03, 0.01, 15.67, 11.50, 3.18, cg-vak-software--exports-ltd
514266, 43.91, 0.01, 25.10, 17.67, 15.83, zenith-fibres-ltd
533608, 46.94, 0.20, 15.01, 10.95, 1.44, rdb-rasayans-ltd
524828, 49.57, 0.39, 13.56, 11.34, 6.61, bdh-industries-ltd
522029, 218.50, 0.43, 16.69, 13.25, 2.15, windsor-machines-ltd
500052, 388.39, 0.37, 11.43, 4.78, 1.25, bhansali-engineering-polymers-ltd
507488, 612.60, 0.21, 21.01, 14.76, 30.12, gmbreweries-ltd
532927, 5582.34, --, --, --, 87.90, eclerx-services-ltd
532321, 45336.44, 0.28, 26.04, 28.08, 74.93, cadila-healthcare-ltd
