Security_Code, Market_Cap, Debt_to_Equity, RoCE, RoNW, Operating_Profit_per_share, Secutity_Id
531352, 1.78, --, 9.65, 8.21, 1.01, peeti-securities-ltd
530443, 2.77, --, -9.20, -8.34, -0.51, kiran-syntex-ltd
531505, 3.19, --, --, --, 0.00, indergiri-finance-ltd
533048, 3.44, 0.21, -0.22, -0.27, -0.10, gi-engineering-solutions-ltd
539026, 3.99, 0.22, 0.55, 0.21, 0.36, sspn-finance-ltd
508961, 4.67, 0.49, --, --, -0.41, shricon-industries-ltd
532817, 5.13, 1.21, -12.12, -46.65, -5.27, oriental-trimex-ltd
531917, 5.31, 0.24, 3.52, 2.47, 1.14, twinstar-industries-limited
530709, 5.36, 0.03, 3.42, 2.39, 1.12, gowra-leasing--finance-ltd
509196, 6.13, 12.84, 18.45, 67.09, 1.77, mm-rubber-company-ltd
514272, 6.26, --, --, --, -0.29, bhilwara-spinners-ltd
538882, 6.74, --, --, --, 0.44, emerald-leasing-finance--investment-company-ltd
526594, 8.82, 2.86, 11.17, 6.04, 14.61, bnanji-enterprises-ltd
522152, 9.49, 0.10, 10.81, 6.07, 4.60, solitaire-machine-tools-ltd
539392, 9.72, --, --, --, 0.05, sang-froid-labs-(india)-ltd
530233, 12.87, 2.13, 9.76, 10.43, 4.54, auro-laboratories-ltd
507474, 14.26, 0.38, 7.41, 2.97, 2.92, kothari-fermentation--biochem-ltd
513397, 14.36, 1.19, 5.09, 5.36, 10.92, vallabh-steels-ltd
507506, 16.22, 2.50, 16.96, 31.28, 2.98, girdharilal-sugar--allied-industries-ltd
537068, 16.72, --, --, --, -0.01, satya-miners--transporters-ltd
532905, 17.79, 0.13, -2.26, -2.36, 0.10, saamya-biotech-(india)-ltd
539409, 18.76, 2.69, 12.00, 2.39, 10.07, neeraj-paper-marketing-ltd
524699, 20.07, --, -0.35, 0.39, -0.43, kilburn-chemicals-ltd
526971, 21.08, 0.60, 10.79, 10.23, 10.45, dhoot-industrial-finance-ltd
539223, 25.04, 1.39, 25.36, 25.23, 15.91, ambition-mica-ltd
532946, 27.35, 0.65, -0.80, -9.03, -0.68, bang-overseas-ltd
513369, 28.33, 0.41, 5.61, 4.32, 1.41, rajkumar-forge-ltd
531127, 28.75, 0.01, -19.08, -13.47, -1.03, anar-industries-ltd
532330, 28.79, 1.36, 5.44, 4.35, 4.29, biopac-india-corporation-ltd
524218, 31.75, 0.20, 5.19, 8.09, 1.08, resonance-specialties-ltd
526137, 36.82, 2.26, 13.76, 1.84, 27.76, shetron-ltd
520073, 36.90, 0.95, 20.03, 11.95, 15.89, raunaq-automotive-components-ltd
517477, 38.22, 0.09, 16.41, 11.87, 28.91, elnet-technologies-ltd
526849, 40.51, 0.37, 4.98, 4.03, 5.87, banaras-beads-ltd
531146, 42.12, 1.19, 7.85, 2.60, 4.13, medicamen-biotech-ltd
532933, 42.88, 0.24, 5.53, 2.23, 4.97, porwal-auto-components-ltd
539447, 45.54, 0.91, 7.35, -0.30, 12.58, beardsell-ltd
530521, 48.47, 0.05, 22.37, 15.67, 7.35, virat-industries-ltd
500418, 49.45, 0.43, 11.03, 7.26, 7.53, tokyo-plast-international-ltd
526747, 49.96, 1.21, 7.64, 4.75, 13.18, pg-foils-ltd
513472, 51.49, 0.81, 11.65, 1.56, 38.51, simplex-castings-ltd
537707, 51.95, 0.43, -2.68, -4.06, 1.22, ett-ltd
500220, 52.12, 0.47, 14.98, 9.88, 7.80, jasch-industries-ltd
