Security_Code, Market_Cap, Debt_to_Equity, RoCE, RoNW, Operating_Profit_per_share, Secutity_Id
506874, 2.44, --, --, --, 0.01, shreejal-info-hubs-ltd
539198, 3.76, --, --, --, 0.07, capfin-india-ltd
523062, 5.06, --, --, --, 0.95, jjfinance-corporation-ltd
539392, 7.02, --, --, --, 0.05, sang-froid-labs-(india)-ltd
531236, 13.45, 0.39, 13.93, 11.87, 10.74, mewar-polytex-ltd
532730, 14.28, --, 15.25, 28.60, 0.02, stl-global-ltd
531489, 26.64, 0.01, 15.67, 11.50, 3.18, cg-vak-software--exports-ltd
514354, 48.18, 0.48, 12.10, 9.87, 2.48, premier-polyfilm-ltd
524828, 51.01, 0.39, 13.56, 11.34, 6.61, bdh-industries-ltd
533608, 54.30, 0.20, 15.01, 10.95, 1.44, rdb-rasayans-ltd
531744, 81.65, 0.27, 12.19, 8.57, 4.23, gini-silk-mills-ltd
538952, 97.21, --, 24.91, 16.56, 115.39, abhinav-leasing--finance-ltd
512493, 101.53, 0.02, --, --, 0.55, garnet-international-ltd
538540, 168.32, --, --, --, 0.01, ramchandra-leasing--finance-ltd
522029, 228.88, 0.43, 16.69, 13.25, 2.15, windsor-machines-ltd
500412, 286.89, 0.45, 24.04, 9.40, 43.47, thirumalai-chemicals-ltd
507488, 643.14, 0.21, 21.01, 14.76, 30.12, gmbreweries-ltd
532468, 977.57, 0.03, --, --, 45.71, kama-holdings-limited
532531, 7894.43, 0.22, 10.26, 36.10, 22.46, strides-arcolab-ltd
533206, 11975.53, 0.24, 17.73, 16.43, 5.90, sjvn-ltd
