Security_Code, Market_Cap, Debt_to_Equity, RoCE, RoNW, Operating_Profit_per_share, Secutity_Id
506874, 2.52, --, --, --, 0.01, shreejal-info-hubs-ltd
532730, 12.24, --, 15.25, 28.60, 0.02, stl-global-ltd
531489, 21.51, 0.01, 15.67, 11.50, 3.18, cg-vak-software--exports-ltd
526161, 34.09, 0.17, 11.51, 6.62, 15.15, spenta-international-ltd
531744, 72.70, 0.27, 12.19, 8.57, 4.23, gini-silk-mills-ltd
506879, 95.53, --, 111.26, -584.96, 4.33, gujarat-themis-biosyn-ltd
531161, 277.93, --, 30.75, 20.26, 26.50, abm-knowledgeware-ltd
538860, 295.65, --, --, --, 0.08, panafic-industrials-ltd
506685, 295.90, --, 28.15, 18.83, 10.08, ultramarine--pigments-ltd
532543, 300.55, 0.09, 10.26, 3.96, 2.84, gp-petroleums-limited
519602, 696.14, 0.20, 13.04, 10.86, 1.47, kellton-tech-solutions-ltd
516064, 762.86, --, --, --, 7.75, arrow-coated-products-ltd
500123, 1138.81, --, 33.33, 23.30, 53.17, elantas-beck-india-ltd
533217, 2098.33, 0.13, 23.72, 19.06, 22.68, hindustan-media-ventures-ltd
532541, 3429.10, 0.02, 17.81, 14.47, 37.70, niit-technologies-ltd
506076, 4495.51, --, 24.32, 16.46, 29.82, grindwell-norton-ltd
500163, 5253.73, 0.16, 19.37, 14.16, 69.24, godfrey-phillips-india-ltd
500233, 7091.81, 0.11, 31.81, 23.31, 36.00, kajaria-ceramics-ltd
533206, 11623.92, 0.24, 17.73, 16.43, 5.90, sjvn-ltd
532321, 44072.12, 0.28, 26.04, 28.08, 74.93, cadila-healthcare-ltd
500124, 73881.03, 0.29, 15.43, 15.79, 140.34, drreddys-laboratories-ltd
