Security_Code, Market_Cap, Debt_to_Equity, RoCE, RoNW, Operating_Profit_per_share, Secutity_Id
531658, 0.96, --, --, --, 0.02, trijal-industries-ltd
531436, 4.52, --, 12.56, -16.42, 4.46, saffron-industries-limited
531051, 4.96, --, --, --, 0.03, vintage-securities-ltd
538882, 7.40, --, --, --, 0.44, emerald-leasing-finance--investment-company-ltd
509835, 8.85, --, 52.67, -1.50, 11.46, premier-synthetics-ltd
522152, 10.42, 0.10, 10.81, 6.07, 4.60, solitaire-machine-tools-ltd
502587, 10.54, 0.21, 11.57, 7.14, 5.55, rama-pulp--papers-ltd
539392, 10.68, --, --, --, 0.05, sang-froid-labs-(india)-ltd
531236, 19.44, 0.39, 13.93, 11.87, 10.74, mewar-polytex-ltd
536073, 21.00, 0.08, --, --, 0.35, silverpoint-infratech-ltd
538922, 22.39, 0.20, 12.63, 17.95, 3.61, css-technergy-ltd
524717, 31.30, 0.38, 12.21, 7.97, 5.02, titan-biotech-ltd
530459, 31.87, 0.29, 13.39, 9.02, 6.79, valson-industries-ltd
517477, 39.96, 0.09, 16.41, 11.87, 28.91, elnet-technologies-ltd
531758, 42.02, --, --, --, 0.53, gkconsultants-ltd
533056, 44.50, --, --, --, 8.67, vedavaag-systems-ltd
530521, 55.90, 0.05, 22.37, 15.67, 7.35, virat-industries-ltd
514266, 58.91, 0.01, 25.10, 17.67, 15.83, zenith-fibres-ltd
516022, 62.59, 0.29, 19.61, 33.02, 10.15, star-paper-mills-ltd
531726, 63.04, 0.34, 13.87, 10.26, 9.57, panchsheel-organics-ltd
524828, 65.23, 0.39, 13.56, 11.34, 6.61, bdh-industries-ltd
538964, 71.40, 0.32, 23.81, 18.26, 48.17, mercury-laboratories-ltd
538795, 73.55, 0.38, 13.79, 9.41, 36.20, shree-ajit-pulp-and-paper-ltd
531712, 74.48, 0.03, 29.68, 18.31, 4.75, trilogic-digital-media-ltd
526775, 84.30, --, --, --, 0.12, valiant-communications-ltd
530589, 117.59, 0.08, 11.74, 8.11, 3.95, prima-plastics-ltd
509077, 131.15, --, --, --, 1.99, pressman-advertising-limited
500343, 184.50, 0.41, 12.85, 11.17, 6.87, pudumjee-pulp--paper-mills-ltd
524774, 196.03, 0.34, 27.73, 25.38, 23.73, ngl-fine-chem-ltd
523539, 196.72, 0.19, 13.99, 5.40, 40.94, precision-wires-india-ltd
530431, 202.74, 0.02, 22.12, 14.98, 11.15, ador-fontech-ltd
538540, 209.51, --, --, --, 0.01, ramchandra-leasing--finance-ltd
522029, 237.98, 0.43, 16.69, 13.25, 2.15, windsor-machines-ltd
524280, 321.83, 0.21, 13.47, 9.50, 7.69, kopran-ltd
504959, 423.97, --, 28.77, 19.26, 76.88, stovec-industries-ltd
532790, 444.48, --, --, --, 1.09, tanla-solutions-ltd
517041, 457.86, --, 10.43, 15.86, 21.43, ador-welding-ltd
530843, 521.85, 0.09, 44.33, 31.85, 11.54, cupid-ltd
500214, 532.21, 0.21, 18.36, 11.86, 34.73, ion-exchange-(india)-ltd
509162, 610.58, --, 33.02, 25.45, 77.82, indag-rubber-ltd
523127, 791.56, 0.24, 18.17, 11.43, 21.79, eih-associated-hotels-ltd
507488, 920.60, 0.21, 21.01, 14.76, 30.12, gmbreweries-ltd
509557, 955.92, 0.10, 20.71, 13.89, 36.30, garware-wall-ropes-ltd
532890, 2459.63, --, --, --, 0.11, take-solutions-ltd
500163, 8159.93, 0.16, 19.37, 14.16, 69.24, godfrey-phillips-india-ltd
500093, 12637.38, 0.16, 15.81, 18.28, 10.42, crompton-greaves-ltd
500490, 19243.76, --, --, --, 84.05, bajaj-holdings--investment-ltd
