Security_Code, Market_Cap, Debt_to_Equity, RoCE, RoNW, Operating_Profit_per_share, Secutity_Id
511024, 0.67, --, --, --, 0.88, subway-finance--investment-coltd
532364, 1.85, 0.01, -3.88, -3.14, -0.07, cyberscape-multimedia-ltd
530565, 2.38, --, --, --, 0.16, archana-software-ltd
526795, 3.53, 0.15, 22.19, 16.83, 4.19, mahasagar-travels-ltd
513452, 3.77, --, --, --, -1.95, elango-industries-ltd
519031, 3.95, --, 15.18, 9.25, 4.14, shah-foods-ltd
531436, 4.35, --, 12.56, -16.42, 4.46, saffron-industries-limited
512604, 4.47, 0.01, --, --, -0.22, haria-exports-ltd
531448, 6.65, --, 0.10, 0.07, -0.53, safal-securities-ltd
531250, 6.86, --, --, --, -5.03, rnb-industries-ltd
523021, 7.79, 0.73, 11.72, 9.30, 7.56, rishi-techtex-ltd
526594, 7.94, 2.86, 11.17, 6.04, 14.61, bnanji-enterprises-ltd
526628, 8.18, 2.26, -5.11, -17.89, 0.48, ajwa-fun-world--resort-ltd
531855, 8.30, 0.11, -2.96, -3.63, -0.83, prabhav-industries-ltd
538963, 8.40, 1.36, 8.43, 1.28, 3.25, pact-industries-ltd
539392, 8.82, --, --, --, 0.05, sang-froid-labs-(india)-ltd
530617, 9.98, 0.44, 5.98, 2.49, 3.78, sampre-nutritions-ltd
513703, 10.76, --, -9.63, -11.64, 0.22, kumar-wire-cloth-manufacturing-company-ltd
590116, 11.29, 10.48, --, --, -15.42, 7seas-technologies-ltd
539304, 11.62, --, --, --, 0.14, kartavya-udyog-viniyog-ltd
507474, 13.23, 0.38, 7.41, 2.97, 2.92, kothari-fermentation--biochem-ltd
537068, 15.46, --, --, --, -0.01, satya-miners--transporters-ltd
530621, 18.74, 1.31, 12.27, 5.15, 17.27, akar-tools-ltd
530449, 21.34, 0.20, 5.35, 3.70, 1.77, rungta-irrigation-ltd
531892, 22.39, 0.17, 2.15, 0.90, 0.59, khandwala-securities-ltd
523384, 23.91, --, -0.49, 0.46, -0.69, maha-rashtra-apex-corporation-ltd
531569, 24.48, 1.70, 6.19, -7.51, 9.09, sanjivani-paranteral-ltd
532330, 25.19, 1.36, 5.44, 4.35, 4.29, biopac-india-corporation-ltd
533294, 26.50, 0.49, -1.49, -7.73, -0.49, ravi-kumar-distilleries-ltd
539447, 30.91, 0.91, 7.35, -0.30, 12.58, beardsell-ltd
526137, 33.13, 2.26, 13.76, 1.84, 27.76, shetron-ltd
526616, 38.71, 1.47, 10.45, 5.55, 8.01, national-plastic-industries-ltd
531758, 39.84, --, --, --, 0.53, gkconsultants-ltd
516030, 41.49, 2.52, 16.69, -17.17, 9.14, yash-papers-ltd
539287, 42.52, 0.88, 12.03, 4.00, 3.83, ortin-laboratories-ltd
521149, 46.36, 0.17, 3.57, 1.31, 2.38, prime-urban-development-india-ltd
531726, 47.42, 0.34, 13.87, 10.26, 9.57, panchsheel-organics-ltd
