Security_Code, Market_Cap, Debt_to_Equity, RoCE, RoNW, Operating_Profit_per_share, Secutity_Id
506874, 2.48, --, --, --, 0.01, shreejal-info-hubs-ltd
532730, 12.85, --, 15.25, 28.60, 0.02, stl-global-ltd
531236, 13.18, 0.39, 13.93, 11.87, 10.74, mewar-polytex-ltd
531600, 16.68, 0.01, 10.34, 4.63, 1.73, gogia-capital-services-limited
526161, 35.40, 0.17, 11.51, 6.62, 15.15, spenta-international-ltd
526775, 42.69, --, --, --, 0.12, valiant-communications-ltd
590082, 53.75, 0.08, 11.38, 6.36, 5.82, lohia-securities-ltd
531744, 74.49, 0.27, 12.19, 8.57, 4.23, gini-silk-mills-ltd
506879, 102.65, --, 111.26, -584.96, 4.33, gujarat-themis-biosyn-ltd
532543, 319.67, 0.09, 10.26, 3.96, 2.84, gp-petroleums-limited
532790, 352.64, --, --, --, 1.09, tanla-solutions-ltd
532663, 582.02, --, --, --, 10.60, sasken-communication-technologies-ltd
530441, 651.00, --, --, --, 0.00, mahanivesh-(india)-ltd
519602, 750.49, 0.20, 13.04, 10.86, 1.47, kellton-tech-solutions-ltd
516064, 754.41, --, --, --, 7.75, arrow-coated-products-ltd
500227, 2339.53, 0.33, 13.77, 10.51, 67.22, jindal-poly-films-ltd
506943, 2604.40, 0.10, 14.78, 11.17, 22.75, jbchemicals--pharmaceuticals-ltd
532541, 3327.05, 0.02, 17.81, 14.47, 37.70, niit-technologies-ltd
504067, 4244.37, --, 32.98, 23.76, 60.14, zensar-technologies-ltd
506076, 4393.65, --, 24.32, 16.46, 29.82, grindwell-norton-ltd
500233, 7280.55, 0.11, 31.81, 23.31, 36.00, kajaria-ceramics-ltd
526299, 8786.19, 0.03, 17.66, 13.65, 28.96, mphasis-ltd
533206, 11892.80, 0.24, 17.73, 16.43, 5.90, sjvn-ltd
532321, 44266.63, 0.28, 26.04, 28.08, 74.93, cadila-healthcare-ltd
500124, 73614.06, 0.29, 15.43, 15.79, 140.34, drreddys-laboratories-ltd
