Security_Code, Market_Cap, Debt_to_Equity, RoCE, RoNW, Operating_Profit_per_share, Secutity_Id
532092, 0.22, --, --, --, -0.01, sagar-productions-limited
502460, 1.83, --, --, --, -1.75, solid-containers-ltd
506874, 2.44, --, --, --, 0.01, shreejal-info-hubs-ltd
539198, 3.76, --, --, --, 0.07, capfin-india-ltd
513307, 3.97, 1.72, 18.37, 17.22, 11.45, synthiko-foils-ltd
532354, 4.35, --, 7.02, 3.24, 0.02, virgo-global-media-limited
531917, 4.43, 0.24, 3.52, 2.47, 1.14, twinstar-industries-limited
523062, 5.06, --, --, --, 0.95, jjfinance-corporation-ltd
523021, 6.46, 0.73, 11.72, 9.30, 7.56, rishi-techtex-ltd
539392, 7.02, --, --, --, 0.05, sang-froid-labs-(india)-ltd
531254, 9.19, --, -1.19, -20.42, 0.02, transpek-finance-ltd
539300, 12.35, 1.39, 7.29, 1.17, 7.77, ak-spintex-ltd
531236, 13.45, 0.39, 13.93, 11.87, 10.74, mewar-polytex-ltd
532730, 14.28, --, 15.25, 28.60, 0.02, stl-global-ltd
523620, 18.09, --, 2.03, 1.06, 1.40, phaarmasia-ltd
532993, 26.14, 0.63, -22.95, -76.73, -10.07, sezal-glass-limited
531489, 26.64, 0.01, 15.67, 11.50, 3.18, cg-vak-software--exports-ltd
514332, 30.78, --, 0.61, 0.15, 0.07, neo-infracon-ltd
539287, 32.20, 0.88, 12.03, 4.00, 3.83, ortin-laboratories-ltd
532324, 34.00, 0.34, 3.26, -1.93, 0.82, cinevista-ltd
526179, 37.11, 0.61, -20.21, -12.07, -5.25, ludlow-jute--specialities-ltd
526616, 37.16, 1.47, 10.45, 5.55, 8.01, national-plastic-industries-ltd
537707, 39.71, 0.43, -2.68, -4.06, 1.22, ett-ltd
526747, 40.02, 1.21, 7.64, 4.75, 13.18, pg-foils-ltd
524202, 42.77, 2.04, 7.24, 3.14, 6.08, lactose-(india)-ltd
514354, 48.18, 0.48, 12.10, 9.87, 2.48, premier-polyfilm-ltd
524828, 51.01, 0.39, 13.56, 11.34, 6.61, bdh-industries-ltd
533608, 54.30, 0.20, 15.01, 10.95, 1.44, rdb-rasayans-ltd
539400, 57.76, 1.01, 12.96, 11.04, 25.46, mallcom-(india)-ltd
532376, 58.48, 0.84, -16.90, -42.04, -4.06, mro-tek-ltd
519003, 64.60, 0.95, 5.26, 0.53, 3.79, modi-naturals-limited
532878, 69.33, 0.33, 0.12, -1.61, 1.62, alpa-laboratories-ltd
530505, 75.06, --, -3.48, 2930.16, -5.33, upper-ganges-sugar--industries-ltd
514045, 79.82, 1.86, 10.40, 10.70, 37.19, bsl-ltd
531744, 81.65, 0.27, 12.19, 8.57, 4.23, gini-silk-mills-ltd
538952, 97.21, --, 24.91, 16.56, 115.39, abhinav-leasing--finance-ltd
512493, 101.53, 0.02, --, --, 0.55, garnet-international-ltd
532610, 101.56, 7.87, 7.53, -23.02, 57.13, dwarikesh-sugar-industries-ltd
532785, 110.99, 0.54, 19.07, 12.18, 17.47, ruchira-papers-ltd
522101, 115.26, 0.29, 8.91, 4.21, 9.10, kilburn-engineering-ltd
538706, 139.95, 2.51, 16.79, 13.25, 15.50, ultracab-(india)-ltd
523391, 154.90, 0.49, 9.32, 3.04, 15.94, nahar-polyfilms-ltd
534674, 160.38, 0.25, 3.16, 0.37, 0.22, dynacons-technologies-ltd
500239, 161.62, 2.22, 15.18, 0.34, 18.82, kg-denim-ltd
532413, 165.37, 0.20, -0.18, -0.60, -0.01, cerebra-integrated-technologies-ltd
538540, 168.32, --, --, --, 0.01, ramchandra-leasing--finance-ltd
500078, 228.29, 0.71, 15.05, 14.37, 82.39, camphor--allied-products-ltd
522029, 228.88, 0.43, 16.69, 13.25, 2.15, windsor-machines-ltd
534532, 254.62, 1.26, 14.08, 11.74, 6.40, lypsa-gems--jewellery-ltd
500412, 286.89, 0.45, 24.04, 9.40, 43.47, thirumalai-chemicals-ltd
506525, 289.03, 0.17, 4.06, 3.12, 2.52, kanoria-chemicals--industries-ltd
532983, 336.68, 0.26, 2.35, 0.79, 8.57, rpg-life-sciences-ltd
514010, 357.94, 2.14, 7.63, -6.43, 0.77, himachal-fibres-ltd
500097, 441.93, 1.79, 6.16, 0.32, 13.95, dalmia-bharat-sugar-and-industries-ltd
532760, 589.26, 0.52, 13.23, 9.68, 18.97, deep-industries-ltd
507488, 643.14, 0.21, 21.01, 14.76, 30.12, gmbreweries-ltd
500288, 675.32, 0.95, 2.47, 0.29, 1.04, morepen-laboratories-ltd
532468, 977.57, 0.03, --, --, 45.71, kama-holdings-limited
519552, 1088.50, 0.74, 16.41, 14.61, 35.36, heritage-foods-limited
526521, 1600.35, 0.68, 3.85, 5.57, 8.96, sanghi-industries-ltd
530813, 5313.14, 1.02, 17.25, 22.30, 20.71, krbl-ltd
532531, 7894.43, 0.22, 10.26, 36.10, 22.46, strides-arcolab-ltd
533206, 11975.53, 0.24, 17.73, 16.43, 5.90, sjvn-ltd
524804, 48547.89, 0.54, 25.10, 28.29, 77.07, aurobindo-pharma-ltd
