Security_Code, Market_Cap, Debt_to_Equity, RoCE, RoNW, Operating_Profit_per_share, Secutity_Id
511024, 0.66, --, --, --, 0.88, subway-finance--investment-coltd
512441, 1.17, --, --, --, 31.11, enbee-trade--finance-ltd
530565, 1.91, --, --, --, 0.16, archana-software-ltd
531436, 4.21, --, 12.56, -16.42, 4.46, saffron-industries-limited
531553, 4.97, --, --, --, 0.25, arihant-avenues--credit-ltd
538882, 6.42, --, --, --, 0.44, emerald-leasing-finance--investment-company-ltd
531236, 16.30, 0.39, 13.93, 11.87, 10.74, mewar-polytex-ltd
532730, 18.39, --, 15.25, 28.60, 0.02, stl-global-ltd
530521, 35.94, 0.05, 22.37, 15.67, 7.35, virat-industries-ltd
526161, 42.48, 0.17, 11.51, 6.62, 15.15, spenta-international-ltd
526775, 48.90, --, --, --, 0.12, valiant-communications-ltd
538964, 55.15, 0.32, 23.81, 18.26, 48.17, mercury-laboratories-ltd
514354, 60.86, 0.48, 12.10, 9.87, 2.48, premier-polyfilm-ltd
526315, 124.10, --, 18.83, 12.06, 8.61, divyashakti-granites-ltd
526821, 406.61, 0.01, 13.34, 17.08, 11.33, dai-ichi-karkaria-ltd
509557, 817.70, 0.10, 20.71, 13.89, 36.30, garware-wall-ropes-ltd
517080, 867.75, 0.01, 23.87, 15.41, 16.27, high-ground-enterprise-ltd
507488, 927.62, 0.21, 21.01, 14.76, 30.12, gmbreweries-ltd
532539, 1116.13, 0.29, 16.50, 14.38, 71.49, minda-industries-ltd
