Security_Code, Market_Cap, Debt_to_Equity, RoCE, RoNW, Operating_Profit_per_share, Secutity_Id
500271, 00, --, 13.58, 11.31, 17.66, max-india-ltd
530991, 6.33, 0.93, 9.96, 1.86, 2.70, roopa-industries-ltd
539199, 6.38, 0.10, 4.60, 3.40, 0.73, moongipa-securities-ltd
511187, 6.80, --, --, --, -0.02, mahamaya-investments-ltd
509835, 6.92, --, 52.67, -1.50, 11.46, premier-synthetics-ltd
531644, 6.97, 0.82, 7.01, 4.70, 2.21, tokyo-finance-ltd
531855, 9.22, 0.11, -2.96, -3.63, -0.83, prabhav-industries-ltd
531980, 11.92, --, --, --, 0.01, senthil-infotek-ltd
539291, 12.21, 0.43, 4.81, 2.03, -0.71, ozone-world-ltd
507506, 12.75, 2.50, 16.96, 31.28, 2.98, girdharilal-sugar--allied-industries-ltd
504132, 13.84, 1.69, 12.92, 3.82, 5.21, permanent-magnets-ltd
524582, 14.01, 3.03, 5.36, -9.80, 6.15, tirupati-starch--chemicals-ltd
507474, 14.17, 0.38, 7.41, 2.97, 2.92, kothari-fermentation--biochem-ltd
530427, 15.74, 0.53, 7.82, 3.44, 4.70, choksi-imaging-ltd
539409, 15.86, 2.69, 12.00, 2.39, 10.07, neeraj-paper-marketing-ltd
531287, 18.84, 0.86, 16.11, 7.95, 8.95, national-plastic-technologies-ltd
538716, 19.28, 0.14, 2.01, 0.73, 0.26, aryaman-capital-markets-ltd
532946, 21.44, 0.65, -0.80, -9.03, -0.68, bang-overseas-ltd
523384, 23.42, --, -0.49, 0.46, -0.69, maha-rashtra-apex-corporation-ltd
531609, 26.08, 3.10, 10.98, 8.11, 40.68, kg-petrochem-ltd
531127, 27.24, 0.01, -19.08, -13.47, -1.03, anar-industries-ltd
532329, 30.02, --, 5.13, 4.10, 0.63, danlaw-technologies-india-ltd
539447, 37.54, 0.91, 7.35, -0.30, 12.58, beardsell-ltd
513472, 37.75, 0.81, 11.65, 1.56, 38.51, simplex-castings-ltd
531758, 44.33, --, --, --, 0.53, gkconsultants-ltd
526747, 46.11, 1.21, 7.64, 4.75, 13.18, pg-foils-ltd
537707, 52.05, 0.43, -2.68, -4.06, 1.22, ett-ltd
532673, 57.78, 7.17, 16.28, 43.07, 3.29, kmsugar-mills-ltd
526179, 60.65, 0.61, -20.21, -12.07, -5.25, ludlow-jute--specialities-ltd
507446, 76.64, --, -5.54, 44.54, -14.52, simbhaoli-sugars-ltd
524654, 81.34, 0.12, 15.41, 12.05, 21.59, natural-capsules-ltd
530721, 86.08, 1.68, 5.01, -7.14, 11.49, ang-industries-limited
500153, 89.64, --, 2.90, -0.09, 4.46, ganesh-benzoplast-ltd
524324, 90.96, 2.86, 5.86, 20.00, 30.42, seya-industries-ltd
511630, 93.07, 0.40, 10.02, 8.37, 0.49, sambhaav-media-ltd
532878, 107.62, 0.33, 0.12, -1.61, 1.62, alpa-laboratories-ltd
538743, 116.05, --, --, --, 3.38, green-field-agri-ventures-ltd
512493, 119.83, 0.02, --, --, 0.55, garnet-international-ltd
522257, 124.77, 0.12, 20.82, 15.42, 1.82, rajoo-engineers-ltd
500240, 129.96, --, -15.06, -31.23, -11.34, kinetic-engineering-ltd
532785, 141.03, 0.54, 19.07, 12.18, 17.47, ruchira-papers-ltd
533296, 148.57, 1.69, -0.78, -27.36, 1.80, future-market-networks-ltd
532713, 155.47, 1.66, 6.88, 11.31, 1.64, sakuma-exports-ltd
