Security_Code, Market_Cap, Debt_to_Equity, RoCE, RoNW, Operating_Profit_per_share, Secutity_Id
532092, 0.21, --, --, --, -0.01, sagar-productions-limited
513452, 3.20, --, --, --, -1.95, elango-industries-ltd
539353, 5.24, --, 14.11, 9.58, 15.58, swaraj-automotives-ltd
523021, 6.42, 0.73, 11.72, 9.30, 7.56, rishi-techtex-ltd
539392, 6.69, --, --, --, 0.05, sang-froid-labs-(india)-ltd
524590, 8.32, 0.04, --, --, -0.18, hemo-organic-limited
521131, 8.76, 2.28, 11.40, 1.66, 11.95, shree-bhavya-fabrics-ltd
531254, 9.10, --, -1.19, -20.42, 0.02, transpek-finance-ltd
539217, 10.00, 0.59, 0.80, 0.21, 0.14, ms-investments-ltd
539300, 10.29, 1.39, 7.29, 1.17, 7.77, ak-spintex-ltd
532730, 12.88, --, 15.25, 28.60, 0.02, stl-global-ltd
532788, 13.21, --, -0.56, 3.13, -0.64, xl-energy-ltd
522183, 15.53, 0.71, 12.99, 10.30, 17.15, itl-industries-ltd
502563, 16.19, --, -34.89, 34.26, -7.64, shree-bhawani-paper-mills-ltd
530997, 16.73, 1.05, 15.37, 11.96, 3.55, unique-organics-ltd
523620, 17.89, --, 2.03, 1.06, 1.40, phaarmasia-ltd
524699, 18.43, --, -0.35, 0.39, -0.43, kilburn-chemicals-ltd
531569, 19.17, 1.70, 6.19, -7.51, 9.09, sanjivani-paranteral-ltd
500132, 21.41, --, -38.78, 70.41, -35.98, empee-sugars--chemicals-ltd
532993, 24.89, 0.63, -22.95, -76.73, -10.07, sezal-glass-limited
538837, 25.44, 1.79, 13.62, 9.71, 1.75, jeevan-scientific-technology-ltd
530919, 26.02, 1.58, 5.25, 0.25, 7.20, remsons-industries-ltd
531489, 27.68, 0.01, 15.67, 11.50, 3.18, cg-vak-software--exports-ltd
532324, 28.37, 0.34, 3.26, -1.93, 0.82, cinevista-ltd
514332, 29.19, --, 0.61, 0.15, 0.07, neo-infracon-ltd
531146, 32.62, 1.19, 7.85, 2.60, 4.13, medicamen-biotech-ltd
526179, 38.14, 0.61, -20.21, -12.07, -5.25, ludlow-jute--specialities-ltd
524202, 41.17, 2.04, 7.24, 3.14, 6.08, lactose-(india)-ltd
514266, 42.90, 0.01, 25.10, 17.67, 15.83, zenith-fibres-ltd
533608, 46.94, 0.20, 15.01, 10.95, 1.44, rdb-rasayans-ltd
538715, 47.15, 1.23, 17.20, 14.79, 11.18, dhabriya-polywood-ltd
524828, 49.57, 0.39, 13.56, 11.34, 6.61, bdh-industries-ltd
531979, 51.63, 1.29, 10.68, 11.51, 24.91, hind-aluminium-industries-ltd
539400, 55.02, 1.01, 12.96, 11.04, 25.46, mallcom-(india)-ltd
514286, 56.89, --, -5.74, 4.46, -2.19, ashima-ltd
532376, 61.47, 0.84, -16.90, -42.04, -4.06, mro-tek-ltd
514045, 66.55, 1.86, 10.40, 10.70, 37.19, bsl-ltd
