Security_Code, Market_Cap, Debt_to_Equity, RoCE, RoNW, Operating_Profit_per_share, Secutity_Id
531436, 4.33, --, 12.56, -16.42, 4.46, saffron-industries-limited
509835, 7.21, --, 52.67, -1.50, 11.46, premier-synthetics-ltd
530207, 13.32, 0.02, 11.54, 5.75, 1.86, brawn-biotech-ltd
526851, 19.75, 0.32, 21.44, 16.04, 19.75, arex-industries-ltd
530459, 25.70, 0.29, 13.39, 9.02, 6.79, valson-industries-ltd
533056, 35.64, --, --, --, 8.67, vedavaag-systems-ltd
531726, 52.69, 0.34, 13.87, 10.26, 9.57, panchsheel-organics-ltd
514266, 53.71, 0.01, 25.10, 17.67, 15.83, zenith-fibres-ltd
505827, 55.26, 0.37, 48.72, 20.58, 20.97, snl-bearings-ltd
524828, 56.51, 0.39, 13.56, 11.34, 6.61, bdh-industries-ltd
511630, 77.00, 0.40, 10.02, 8.37, 0.49, sambhaav-media-ltd
531744, 94.85, 0.27, 12.19, 8.57, 4.23, gini-silk-mills-ltd
538743, 113.42, --, --, --, 3.38, green-field-agri-ventures-ltd
523792, 136.60, 0.03, 17.69, 12.35, 40.50, mazda-ltd
590043, 155.36, 0.50, 17.73, 14.65, 13.50, harita-seating-systems-ltd
526263, 165.28, 0.28, 27.26, 21.72, 20.11, mold-tek-technologies-ltd
536264, 198.76, 0.30, 25.76, 19.58, 24.44, tiger-logistics-(india)-ltd
506194, 209.71, 0.50, 16.66, 13.13, 3.14, arihant-superstructures-limited
506685, 315.01, --, 28.15, 18.83, 10.08, ultramarine--pigments-ltd
532457, 355.87, 0.43, 11.97, 12.36, 60.82, gulshan-polyols-ltd
530843, 359.57, 0.09, 44.33, 31.85, 11.54, cupid-ltd
500166, 392.47, 0.04, 14.57, 10.43, 16.30, goodricke-group-ltd
522295, 481.77, 0.08, 24.23, 18.95, 27.70, control-print-ltd
539113, 530.91, 0.16, 20.54, 13.33, 270.18, paul-merchants-ltd
532504, 1932.95, 0.08, 11.57, 8.64, 64.81, navin-fluorine-international-limited
532541, 3798.19, 0.02, 17.81, 14.47, 37.70, niit-technologies-ltd
504067, 4576.75, --, 32.98, 23.76, 60.14, zensar-technologies-ltd
500163, 6596.99, 0.16, 19.37, 14.16, 69.24, godfrey-phillips-india-ltd
532531, 8223.57, 0.22, 10.26, 36.10, 22.46, strides-arcolab-ltd
533206, 12037.58, 0.24, 17.73, 16.43, 5.90, sjvn-ltd
