Security_Code, Market_Cap, Debt_to_Equity, RoCE, RoNW, Operating_Profit_per_share, Secutity_Id
539392, 7.74, --, --, --, 0.05, sang-froid-labs-(india)-ltd
532730, 14.71, --, 15.25, 28.60, 0.02, stl-global-ltd
531600, 17.78, 0.01, 10.34, 4.63, 1.73, gogia-capital-services-limited
514354, 50.28, 0.48, 12.10, 9.87, 2.48, premier-polyfilm-ltd
512634, 66.80, 0.47, 12.88, 7.69, 9.57, savera-industries-ltd
532172, 113.55, 0.26, --, --, 0.73, sphere-global-services-ltd
524774, 147.04, 0.34, 27.73, 25.38, 23.73, ngl-fine-chem-ltd
538595, 171.92, 0.31, 16.01, 11.12, 55.63, gloster-ltd
517344, 309.22, --, 10.66, 6.89, 7.44, mindteck-(india)-ltd
522295, 389.10, 0.08, 24.23, 18.95, 27.70, control-print-ltd
500052, 422.73, 0.37, 11.43, 4.78, 1.25, bhansali-engineering-polymers-ltd
532663, 521.27, --, --, --, 10.60, sasken-communication-technologies-ltd
505710, 537.29, 0.23, 22.14, 15.04, 3.26, grauer--weil-(india)-ltd
507488, 692.97, 0.21, 21.01, 14.76, 30.12, gmbreweries-ltd
500148, 1374.91, 0.38, 11.68, 8.41, 51.88, uflex-ltd
532504, 1613.97, 0.08, 11.57, 8.64, 64.81, navin-fluorine-international-limited
500003, 3356.70, 0.25, 21.79, 26.66, 19.11, aegis-logistics-ltd
500490, 18463.59, --, --, --, 84.05, bajaj-holdings--investment-ltd
