Security_Code, Market_Cap, Debt_to_Equity, RoCE, RoNW, Operating_Profit_per_share, Secutity_Id
511024, 0.68, --, --, --, 0.88, subway-finance--investment-coltd
530057, 0.97, 3.79, --, --, -0.14, ivee-injectaa-ltd
511690, 3.64, --, --, --, -0.04, warner-multimedia-ltd
531436, 4.51, --, 12.56, -16.42, 4.46, saffron-industries-limited
531553, 5.12, --, --, --, 0.25, arihant-avenues--credit-ltd
524624, 5.82, 0.55, 8.19, 11.12, 0.19, gagan-gases-ltd
539224, 5.93, --, 1.16, 0.81, 0.15, shreenath-industrial-investment-company-ltd
511187, 6.60, --, --, --, -0.02, mahamaya-investments-ltd
531644, 6.77, 0.82, 7.01, 4.70, 2.21, tokyo-finance-ltd
531448, 6.90, --, 0.10, 0.07, -0.53, safal-securities-ltd
519604, 7.72, --, --, --, -0.19, suryo-foods--industries-ltd
538963, 8.70, 1.36, 8.43, 1.28, 3.25, pact-industries-ltd
526799, 8.92, --, -7.61, 28.95, -1.78, union-quality-plastics-ltd
513173, 8.99, 0.39, 8.91, 4.22, 1.35, steel-strips-infrastructures-ltd
526628, 9.12, 2.26, -5.11, -17.89, 0.48, ajwa-fun-world--resort-ltd
524576, 9.71, 0.48, 25.05, 20.05, 3.76, vivid-global-industries-ltd
531254, 10.35, --, -1.19, -20.42, 0.02, transpek-finance-ltd
539291, 11.47, 0.43, 4.81, 2.03, -0.71, ozone-world-ltd
526001, 12.54, 0.11, 24.18, 27.62, 5.76, jauss-polymers-ltd
530609, 12.58, 2.11, 16.41, 8.62, 21.20, carnation-industries-ltd
504132, 13.07, 1.69, 12.92, 3.82, 5.21, permanent-magnets-ltd
530207, 13.98, 0.02, 11.54, 5.75, 1.86, brawn-biotech-ltd
539409, 15.90, 2.69, 12.00, 2.39, 10.07, neeraj-paper-marketing-ltd
532946, 19.46, 0.65, -0.80, -9.03, -0.68, bang-overseas-ltd
526851, 20.45, 0.32, 21.44, 16.04, 19.75, arex-industries-ltd
531609, 23.96, 3.10, 10.98, 8.11, 40.68, kg-petrochem-ltd
531127, 26.99, 0.01, -19.08, -13.47, -1.03, anar-industries-ltd
532986, 27.14, 0.56, 6.17, 0.69, 13.44, niraj-cement-structurals-ltd
531613, 27.45, 0.14, 2.44, 0.79, 0.04, givo-ltd
531146, 34.23, 1.19, 7.85, 2.60, 4.13, medicamen-biotech-ltd
539447, 35.76, 0.91, 7.35, -0.30, 12.58, beardsell-ltd
531624, 37.32, 0.01, 6.14, 10.50, 0.16, country-condos-ltd
516030, 44.82, 2.52, 16.69, -17.17, 9.14, yash-papers-ltd
531758, 45.63, --, --, --, 0.53, gkconsultants-ltd
537707, 47.28, 0.43, -2.68, -4.06, 1.22, ett-ltd
500162, 53.90, --, 0.70, 29.07, 3.48, parrys-sugar-industries-ltd
505827, 54.86, 0.37, 48.72, 20.58, 20.97, snl-bearings-ltd
514266, 55.19, 0.01, 25.10, 17.67, 15.83, zenith-fibres-ltd
532673, 55.48, 7.17, 16.28, 43.07, 3.29, kmsugar-mills-ltd
524828, 57.00, 0.39, 13.56, 11.34, 6.61, bdh-industries-ltd
538964, 58.85, 0.32, 23.81, 18.26, 48.17, mercury-laboratories-ltd
532373, 60.96, 0.38, 9.69, 5.28, 4.34, wep-solutions-ltd
526775, 61.72, --, --, --, 0.12, valiant-communications-ltd
507446, 67.89, --, -5.54, 44.54, -14.52, simbhaoli-sugars-ltd
507490, 76.48, 5.53, 0.56, -38.86, 1.52, rana-sugars-ltd
507442, 77.59, 31.03, -2.45, -411.37, -3.62, dharani-sugars--chemicals-ltd
500153, 78.35, --, 2.90, -0.09, 4.46, ganesh-benzoplast-ltd
530721, 80.21, 1.68, 5.01, -7.14, 11.49, ang-industries-limited
537524, 84.50, --, --, --, -0.84, hindusthan-safety-glass-industries-ltd
511630, 84.60, 0.40, 10.02, 8.37, 0.49, sambhaav-media-ltd
500354, 89.34, 12.79, -1.76, -110.84, 3.58, rajshree-sugars--chemicals-ltd
523371, 95.01, --, 107.56, 47.09, -13.16, mawana-sugars-ltd
513554, 96.55, 1.08, 5.45, 2.28, 11.83, mahamaya-steel-industries-ltd
532878, 97.73, 0.33, 0.12, -1.61, 1.62, alpa-laboratories-ltd
512493, 106.45, 0.02, --, --, 0.55, garnet-international-ltd
532219, 110.00, 0.03, 6.55, 1.02, 2.53, energy-development-company-ltd
531744, 110.45, 0.27, 12.19, 8.57, 4.23, gini-silk-mills-ltd
522108, 114.42, 0.60, 5.39, 1.32, 24.48, yuken-india-ltd
532785, 124.44, 0.54, 19.07, 12.18, 17.47, ruchira-papers-ltd
506248, 124.62, 1.43, 23.04, 20.26, 8.04, amines--plasticizers-ltd
532729, 128.53, 40.10, 1.17, -313.98, 12.37, uttam-sugar-mills-ltd
532610, 146.67, 7.87, 7.53, -23.02, 57.13, dwarikesh-sugar-industries-ltd
533296, 154.44, 1.69, -0.78, -27.36, 1.80, future-market-networks-ltd
530363, 154.69, 2.21, 3.36, -3.91, 1.86, ugar-sugar-works-ltd
526263, 160.08, 0.28, 27.26, 21.72, 20.11, mold-tek-technologies-ltd
506405, 161.35, 1.49, 29.02, 63.91, 8.46, dharamsi-morarji-chemical-coltd
532820, 175.89, --, -8.72, 23.77, -3.37, e-land-apparel-limited
532875, 198.37, 0.16, 2.34, 0.06, 6.83, allied-digital-services-ltd
532923, 230.29, 0.50, 8.67, 9.65, 21.40, renaissance-jewellery-ltd
531879, 261.61, --, -12.16, 23.63, 21.48, pioneer-distilleries-ltd
500259, 276.01, 1.74, -2.95, -12.54, -2.41, lyka-labs-ltd
530307, 293.50, 0.63, 27.66, 24.48, 38.79, chaman-lal-setia-exports-ltd
533192, 314.64, 0.46, -7.44, -7.55, -1.94, kcp-sugar--industries-corporation-ltd
538834, 354.27, --, --, --, 0.13, meenakshi-enterprises-ltd
532457, 359.96, 0.43, 11.97, 12.36, 60.82, gulshan-polyols-ltd
532790, 366.34, --, --, --, 1.09, tanla-solutions-ltd
509079, 379.02, 1.09, 19.44, 15.34, 1.84, gufic-biosciences-ltd
530843, 420.04, 0.09, 44.33, 31.85, 11.54, cupid-ltd
514450, 423.37, 0.77, 7.86, 6.09, 1.37, mahalaxmi-rubtech-ltd
522295, 485.01, 0.08, 24.23, 18.95, 27.70, control-print-ltd
500136, 672.57, 1.27, 6.99, 1.46, 11.36, ester-industries-ltd
532382, 830.13, --, 3.56, 2.85, 1.95, balaji-telefilms-ltd
516064, 849.68, --, --, --, 7.75, arrow-coated-products-ltd
517080, 891.57, 0.01, 23.87, 15.41, 16.27, high-ground-enterprise-ltd
539289, 1194.25, --, 6.20, 6.67, 2794.58, majesco-ltd
532504, 1876.78, 0.08, 11.57, 8.64, 64.81, navin-fluorine-international-limited
500038, 2024.23, 1.43, 0.94, -5.11, 5.00, balrampur-chini-mills-ltd
521064, 2707.64, 1.52, 10.19, 8.09, 12.99, trident-ltd
500285, 3150.11, --, -182.18, 95.29, -15.90, spicejet-ltd
