Security_Code, Market_Cap, Debt_to_Equity, RoCE, RoNW, Operating_Profit_per_share, Secutity_Id
511024, 0.66, --, --, --, 0.88, subway-finance--investment-coltd
512441, 1.17, --, --, --, 31.11, enbee-trade--finance-ltd
530601, 1.60, --, -6.07, -6.08, -0.23, jagsonpal-finance--leasing-ltd
530565, 1.91, --, --, --, 0.16, archana-software-ltd
532011, 2.29, 1.84, 14.73, 4.32, 4.46, pooja-entertainment-and-films-ltd
523862, 3.04, 0.66, 0.79, -3.92, 0.12, dhoot-industries-ltd
530697, 3.91, 0.01, --, --, -0.14, neelkanth-technologies-ltd
530815, 4.00, 5.02, 10.02, -50.48, 1.54, refnol-resins--chemicals-ltd
539224, 4.08, --, 1.16, 0.81, 0.15, shreenath-industrial-investment-company-ltd
500458, 4.19, --, -185.45, 142.44, -1.30, kore-foods-ltd
531436, 4.21, --, 12.56, -16.42, 4.46, saffron-industries-limited
531553, 4.97, --, --, --, 0.25, arihant-avenues--credit-ltd
531832, 5.15, --, --, --, -0.02, nagarjuna-agri-tech-ltd
531762, 5.35, 1.02, 23.54, 44.46, 0.42, unjha-formulations-ltd
531917, 5.69, 0.24, 3.52, 2.47, 1.14, twinstar-industries-limited
500143, 6.15, 33.03, 7.92, 28.40, 3.85, ph-capital-ltd
538882, 6.42, --, --, --, 0.44, emerald-leasing-finance--investment-company-ltd
538963, 7.06, 1.36, 8.43, 1.28, 3.25, pact-industries-ltd
517238, 7.33, --, --, --, -1.35, dynavision-ltd
539121, 7.54, 0.39, --, --, -0.26, palco-metals-ltd
531227, 7.60, 0.95, 14.11, 11.08, 8.41, deco-mica-ltd
512413, 7.67, 0.03, --, --, -0.02, spectacle-ventures-ltd
532025, 8.20, --, -2.70, -2.81, -0.10, sowbhagya-media-ltd
511636, 9.81, --, --, --, -0.22, djs-stock--shares-ltd
531254, 9.82, --, -1.19, -20.42, 0.02, transpek-finance-ltd
513703, 10.87, --, -9.63, -11.64, 0.22, kumar-wire-cloth-manufacturing-company-ltd
535958, 11.05, --, --, --, -0.04, integra-garments-and-textiles-ltd
522294, 13.00, 0.44, 6.25, 4.51, 3.76, t--i-global-ltd
524582, 13.86, 3.03, 5.36, -9.80, 6.15, tirupati-starch--chemicals-ltd
531236, 16.30, 0.39, 13.93, 11.87, 10.74, mewar-polytex-ltd
532879, 17.33, --, -53.19, 58.40, -83.66, sir-shadi-lal-enterprises-ltd
532730, 18.39, --, 15.25, 28.60, 0.02, stl-global-ltd
530449, 19.26, 0.20, 5.35, 3.70, 1.77, rungta-irrigation-ltd
514448, 19.78, 2.20, 6.38, 5.05, 2.25, jyoti-resins--adhesives-ltd
532455, 20.68, --, -9.14, 0.22, 3.92, shalimar-wires-industries-ltd
532986, 22.23, 0.56, 6.17, 0.69, 13.44, niraj-cement-structurals-ltd
531127, 23.08, 0.01, -19.08, -13.47, -1.03, anar-industries-ltd
530521, 35.94, 0.05, 22.37, 15.67, 7.35, virat-industries-ltd
532993, 38.38, 0.63, -22.95, -76.73, -10.07, sezal-glass-limited
514332, 40.94, --, 0.61, 0.15, 0.07, neo-infracon-ltd
526161, 42.48, 0.17, 11.51, 6.62, 15.15, spenta-international-ltd
536868, 43.93, --, --, --, -4.79, integra-telecommunication--software-ltd
524412, 44.31, 0.31, 6.23, 3.07, 0.81, aarey-drugs--pharmaceuticals-ltd
501421, 45.05, 0.23, -0.08, 0.03, 0.25, technvision-ventures-ltd
536456, 45.44, 1.09, 10.22, 6.17, 6.09, r-j-bio-tech-ltd
537707, 45.52, 0.43, -2.68, -4.06, 1.22, ett-ltd
531324, 48.00, 24.80, 15.05, 48.21, 3.96, roselabs-finance-ltd
524202, 48.49, 2.04, 7.24, 3.14, 6.08, lactose-(india)-ltd
526775, 48.90, --, --, --, 0.12, valiant-communications-ltd
532673, 50.97, 7.17, 16.28, 43.07, 3.29, kmsugar-mills-ltd
526179, 51.98, 0.61, -20.21, -12.07, -5.25, ludlow-jute--specialities-ltd
538964, 55.15, 0.32, 23.81, 18.26, 48.17, mercury-laboratories-ltd
514354, 60.86, 0.48, 12.10, 9.87, 2.48, premier-polyfilm-ltd
517522, 67.89, 0.74, 13.05, 7.79, 47.54, rajratan-global-wire-ltd
513554, 78.37, 1.08, 5.45, 2.28, 11.83, mahamaya-steel-industries-ltd
532713, 87.96, 1.66, 6.88, 11.31, 1.64, sakuma-exports-ltd
539400, 91.54, 1.01, 12.96, 11.04, 25.46, mallcom-(india)-ltd
526729, 112.26, 0.25, 6.32, 6.20, 3.47, goldiam-international-ltd
538992, 114.31, 0.01, -26.69, -26.16, -5.77, sar-auto-products-ltd
526315, 124.10, --, 18.83, 12.06, 8.61, divyashakti-granites-ltd
526829, 155.04, 0.28, 1.71, -11.86, 1.21, confidence-petroleum-india-ltd
538706, 158.19, 2.51, 16.79, 13.25, 15.50, ultracab-(india)-ltd
531616, 160.72, 31.23, -0.46, -329.76, -2.99, starcom-information-technology-ltd
517562, 178.14, --, -0.50, 0.01, -0.93, trigyn-technologies-ltd
532764, 196.35, --, 2.71, 4.33, 3.71, geecee-ventures-limited
518011, 202.02, 2.46, 17.36, 60.94, 31.99, keerthi-industries-ltd
532934, 204.12, 0.34, 8.62, 6.05, 28.83, ppap-automotive-limited
