Security_Code, Market_Cap, Debt_to_Equity, RoCE, RoNW, Operating_Profit_per_share, Secutity_Id
531352, 1.73, --, 9.65, 8.21, 1.01, peeti-securities-ltd
532041, 3.13, 0.14, -17.99, -21.06, -1.20, hindustan-bio-sciences-ltd
519097, 4.49, 0.25, -10.86, -48.09, -1.92, ritesh-international-ltd
531436, 4.53, --, 12.56, -16.42, 4.46, saffron-industries-limited
514272, 5.47, --, --, --, -0.29, bhilwara-spinners-ltd
531553, 5.56, --, --, --, 0.25, arihant-avenues--credit-ltd
507609, 5.82, 0.30, 73.50, 41.41, 70.42, olympic-oil-industries-ltd
530991, 6.67, 0.93, 9.96, 1.86, 2.70, roopa-industries-ltd
509835, 8.09, --, 52.67, -1.50, 11.46, premier-synthetics-ltd
519604, 8.89, --, --, --, -0.19, suryo-foods--industries-ltd
539291, 12.67, 0.43, 4.81, 2.03, -0.71, ozone-world-ltd
507506, 14.04, 2.50, 16.96, 31.28, 2.98, girdharilal-sugar--allied-industries-ltd
538794, 14.16, 0.18, 13.85, 9.60, 7.33, jet-infraventure-ltd
504132, 14.20, 1.69, 12.92, 3.82, 5.21, permanent-magnets-ltd
514302, 15.47, 0.38, 16.39, 12.57, 13.16, vippy-spinpro-ltd
512279, 15.52, --, --, --, -0.31, n2n-technologies-limited
534707, 16.87, 0.59, -7.58, -8.77, -1.32, anshus-clothing-ltd
531398, 18.54, 0.02, 3.24, 3.35, 1.16, source-natural-foods--herbal-suppl-ltd
531287, 21.40, 0.86, 16.11, 7.95, 8.95, national-plastic-technologies-ltd
503349, 21.53, --, --, --, -134.02, victoria-mills-ltd
500132, 22.92, --, -38.78, 70.41, -35.98, empee-sugars--chemicals-ltd
532946, 23.64, 0.65, -0.80, -9.03, -0.68, bang-overseas-ltd
531127, 28.35, 0.01, -19.08, -13.47, -1.03, anar-industries-ltd
530459, 29.11, 0.29, 13.39, 9.02, 6.79, valson-industries-ltd
532329, 30.30, --, 5.13, 4.10, 0.63, danlaw-technologies-india-ltd
533056, 37.28, --, --, --, 8.67, vedavaag-systems-ltd
539447, 39.71, 0.91, 7.35, -0.30, 12.58, beardsell-ltd
531146, 40.51, 1.19, 7.85, 2.60, 4.13, medicamen-biotech-ltd
530521, 44.53, 0.05, 22.37, 15.67, 7.35, virat-industries-ltd
539287, 46.25, 0.88, 12.03, 4.00, 3.83, ortin-laboratories-ltd
526747, 47.24, 1.21, 7.64, 4.75, 13.18, pg-foils-ltd
524727, 50.17, --, -3.78, 59.79, 2.03, span-diagnostics-ltd
531712, 58.97, 0.03, 29.68, 18.31, 4.75, trilogic-digital-media-ltd
515093, 59.63, 0.09, 9.01, 7.02, 13.18, madhav-marbles--granites-ltd
524828, 60.31, 0.39, 13.56, 11.34, 6.61, bdh-industries-ltd
532806, 64.99, 1.55, 3.14, -5.67, 2.71, ai-champdany-industries-ltd
532373, 65.56, 0.38, 9.69, 5.28, 4.34, wep-solutions-ltd
531363, 82.97, 1.73, 10.10, 2.43, 45.10, karur-kcppackkagings-ltd
514300, 84.47, 0.81, 12.00, 1.85, 14.24, pioneer-embroideries-ltd
532651, 87.44, 0.19, 2.01, 1.84, 1.42, spl-industries-ltd
530721, 88.17, 1.68, 5.01, -7.14, 11.49, ang-industries-limited
524654, 89.64, 0.12, 15.41, 12.05, 21.59, natural-capsules-ltd
511630, 92.78, 0.40, 10.02, 8.37, 0.49, sambhaav-media-ltd
533210, 94.45, 0.62, 31.40, 21.63, 2.81, kriti-nutrients-ltd
526423, 98.21, 0.74, 18.60, 5.19, 3.88, kriti-industries-(india)-ltd
524324, 100.28, 2.86, 5.86, 20.00, 30.42, seya-industries-ltd
530589, 107.69, 0.08, 11.74, 8.11, 3.95, prima-plastics-ltd
531744, 117.84, 0.27, 12.19, 8.57, 4.23, gini-silk-mills-ltd
532878, 118.56, 0.33, 0.12, -1.61, 1.62, alpa-laboratories-ltd
524824, 120.03, 0.87, 11.44, 7.50, 13.62, bal-pharma-ltd
538743, 123.94, --, --, --, 3.38, green-field-agri-ventures-ltd
526315, 129.17, --, 18.83, 12.06, 8.61, divyashakti-granites-ltd
523537, 131.40, 0.09, 24.55, 16.55, 14.31, apm-industries-ltd
522257, 132.31, 0.12, 20.82, 15.42, 1.82, rajoo-engineers-ltd
500343, 164.00, 0.41, 12.85, 11.17, 6.87, pudumjee-pulp--paper-mills-ltd
