Security_Code, Market_Cap, Debt_to_Equity, RoCE, RoNW, Operating_Profit_per_share, Secutity_Id
530057, 0.93, 3.79, --, --, -0.14, ivee-injectaa-ltd
512167, 1.30, 0.03, --, --, -0.03, matra-realty-ltd
531436, 4.33, --, 12.56, -16.42, 4.46, saffron-industries-limited
514264, 4.49, 0.66, 10.97, 2.58, 9.07, seasons-textiles-ltd
539224, 4.96, --, 1.16, 0.81, 0.15, shreenath-industrial-investment-company-ltd
511187, 6.30, --, --, --, -0.02, mahamaya-investments-ltd
531644, 6.45, 0.82, 7.01, 4.70, 2.21, tokyo-finance-ltd
509835, 7.21, --, 52.67, -1.50, 11.46, premier-synthetics-ltd
526594, 8.30, 2.86, 11.17, 6.04, 14.61, bnanji-enterprises-ltd
526628, 8.69, 2.26, -5.11, -17.89, 0.48, ajwa-fun-world--resort-ltd
538963, 8.70, 1.36, 8.43, 1.28, 3.25, pact-industries-ltd
505515, 10.64, --, -6.63, -6.79, -0.47, shyamkamal-investments-ltd
531254, 10.66, --, -1.19, -20.42, 0.02, transpek-finance-ltd
530617, 10.89, 0.44, 5.98, 2.49, 3.78, sampre-nutritions-ltd
539291, 11.10, 0.43, 4.81, 2.03, -0.71, ozone-world-ltd
590116, 11.89, 10.48, --, --, -15.42, 7seas-technologies-ltd
507474, 13.04, 0.38, 7.41, 2.97, 2.92, kothari-fermentation--biochem-ltd
530207, 13.32, 0.02, 11.54, 5.75, 1.86, brawn-biotech-ltd
504132, 13.71, 1.69, 12.92, 3.82, 5.21, permanent-magnets-ltd
539409, 15.15, 2.69, 12.00, 2.39, 10.07, neeraj-paper-marketing-ltd
537068, 16.15, --, --, --, -0.01, satya-miners--transporters-ltd
531499, 17.88, 0.41, 2.88, 0.10, 0.32, sybly-industries-ltd
539201, 18.82, 1.82, 6.37, 8.58, 64.34, satia-industries-ltd
530265, 19.04, 1.42, 12.43, 7.05, 7.66, sainik-finance--industries-ltd
538716, 19.16, 0.14, 2.01, 0.73, 0.26, aryaman-capital-markets-ltd
526851, 19.75, 0.32, 21.44, 16.04, 19.75, arex-industries-ltd
530621, 20.34, 1.31, 12.27, 5.15, 17.27, akar-tools-ltd
532455, 21.06, --, -9.14, 0.22, 3.92, shalimar-wires-industries-ltd
500132, 22.71, --, -38.78, 70.41, -35.98, empee-sugars--chemicals-ltd
531609, 22.84, 3.10, 10.98, 8.11, 40.68, kg-petrochem-ltd
513369, 24.12, 0.41, 5.61, 4.32, 1.41, rajkumar-forge-ltd
532986, 24.99, 0.56, 6.17, 0.69, 13.44, niraj-cement-structurals-ltd
530459, 25.70, 0.29, 13.39, 9.02, 6.79, valson-industries-ltd
531127, 26.39, 0.01, -19.08, -13.47, -1.03, anar-industries-ltd
532329, 29.13, --, 5.13, 4.10, 0.63, danlaw-technologies-india-ltd
539447, 34.07, 0.91, 7.35, -0.30, 12.58, beardsell-ltd
526137, 34.30, 2.26, 13.76, 1.84, 27.76, shetron-ltd
533056, 35.64, --, --, --, 8.67, vedavaag-systems-ltd
516030, 43.52, 2.52, 16.69, -17.17, 9.14, yash-papers-ltd
539151, 46.78, 1.90, 23.20, 26.38, 38.64, arfin-india-ltd
530821, 48.87, 0.23, 9.83, 6.89, 3.87, sspdl-ltd
531726, 52.69, 0.34, 13.87, 10.26, 9.57, panchsheel-organics-ltd
514266, 53.71, 0.01, 25.10, 17.67, 15.83, zenith-fibres-ltd
505827, 55.26, 0.37, 48.72, 20.58, 20.97, snl-bearings-ltd
524828, 56.51, 0.39, 13.56, 11.34, 6.61, bdh-industries-ltd
507446, 61.82, --, -5.54, 44.54, -14.52, simbhaoli-sugars-ltd
507490, 67.11, 5.53, 0.56, -38.86, 1.52, rana-sugars-ltd
500153, 72.45, --, 2.90, -0.09, 4.46, ganesh-benzoplast-ltd
507442, 76.27, 31.03, -2.45, -411.37, -3.62, dharani-sugars--chemicals-ltd
511630, 77.00, 0.40, 10.02, 8.37, 0.49, sambhaav-media-ltd
523371, 90.75, --, 107.56, 47.09, -13.16, mawana-sugars-ltd
530505, 91.48, --, -3.48, 2930.16, -5.33, upper-ganges-sugar--industries-ltd
532878, 93.10, 0.33, 0.12, -1.61, 1.62, alpa-laboratories-ltd
531744, 94.85, 0.27, 12.19, 8.57, 4.23, gini-silk-mills-ltd
