Security_Code, Market_Cap, Debt_to_Equity, RoCE, RoNW, Operating_Profit_per_share, Secutity_Id
504973, 00, 0.85, 10.62, 9.15, 17.06, tube-investments-of-india-ltd
532092, 0.19, --, --, --, -0.01, sagar-productions-limited
506874, 2.48, --, --, --, 0.01, shreejal-info-hubs-ltd
590091, 2.52, 0.84, 31.30, 35.94, 2.64, trinethra-infra-ventures-ltd
530173, 3.00, --, 8.98, 5.19, 1.51, oscar-global-ltd
530537, 8.30, 1.18, --, --, -0.56, manraj-housing-finance-ltd
539300, 8.58, 1.39, 7.29, 1.17, 7.77, ak-spintex-ltd
512600, 8.74, --, --, --, -0.68, macro-(international)-exports-ltd
521131, 9.22, 2.28, 11.40, 1.66, 11.95, shree-bhavya-fabrics-ltd
513703, 9.94, --, -9.63, -11.64, 0.22, kumar-wire-cloth-manufacturing-company-ltd
539291, 10.02, 0.43, 4.81, 2.03, -0.71, ozone-world-ltd
532730, 12.85, --, 15.25, 28.60, 0.02, stl-global-ltd
537068, 13.17, --, --, --, -0.01, satya-miners--transporters-ltd
531236, 13.18, 0.39, 13.93, 11.87, 10.74, mewar-polytex-ltd
532788, 13.35, --, -0.56, 3.13, -0.64, xl-energy-ltd
532386, 13.81, --, --, --, -4.60, california-software-coltd
502563, 15.67, --, -34.89, 34.26, -7.64, shree-bhawani-paper-mills-ltd
531600, 16.68, 0.01, 10.34, 4.63, 1.73, gogia-capital-services-limited
514474, 16.74, 2.35, 13.99, 13.06, 16.80, fair-deal-filaments-ltd
523620, 17.20, --, 2.03, 1.06, 1.40, phaarmasia-ltd
524699, 19.49, --, -0.35, 0.39, -0.43, kilburn-chemicals-ltd
532993, 22.61, 0.63, -22.95, -76.73, -10.07, sezal-glass-limited
505302, 25.03, 4.75, 21.85, 144.28, -2.71, lakshmi-automatic-loom-works-ltd
538837, 25.50, 1.79, 13.62, 9.71, 1.75, jeevan-scientific-technology-ltd
539287, 32.02, 0.88, 12.03, 4.00, 3.83, ortin-laboratories-ltd
526161, 35.40, 0.17, 11.51, 6.62, 15.15, spenta-international-ltd
534623, 36.27, 0.02, 1.62, 1.17, 0.04, jupiter-infomedia-ltd
524412, 37.16, 0.31, 6.23, 3.07, 0.81, aarey-drugs--pharmaceuticals-ltd
516030, 38.95, 2.52, 16.69, -17.17, 9.14, yash-papers-ltd
