Security_Code, Market_Cap, Debt_to_Equity, RoCE, RoNW, Operating_Profit_per_share, Secutity_Id
531658, 0.87, --, --, --, 0.02, trijal-industries-ltd
531989, 1.54, 4.51, 2.74, -54.89, 3.08, deccan-polypacks-ltd
532364, 2.09, 0.01, -3.88, -3.14, -0.07, cyberscape-multimedia-ltd
531067, 2.52, --, --, --, -0.24, contil-india-ltd
532817, 4.89, 1.21, -12.12, -46.65, -5.27, oriental-trimex-ltd
514272, 5.96, --, --, --, -0.29, bhilwara-spinners-ltd
507609, 6.41, 0.30, 73.50, 41.41, 70.42, olympic-oil-industries-ltd
530991, 7.26, 0.93, 9.96, 1.86, 2.70, roopa-industries-ltd
526594, 8.93, 2.86, 11.17, 6.04, 14.61, bnanji-enterprises-ltd
539392, 9.26, --, --, --, 0.05, sang-froid-labs-(india)-ltd
522152, 9.45, 0.10, 10.81, 6.07, 4.60, solitaire-machine-tools-ltd
519604, 9.52, --, --, --, -0.19, suryo-foods--industries-ltd
530233, 12.28, 2.13, 9.76, 10.43, 4.54, auro-laboratories-ltd
539291, 13.04, 0.43, 4.81, 2.03, -0.71, 539291
526827, 13.78, 0.01, 7.24, 4.62, 1.35, spice-islands-apparels-ltd
538794, 14.44, 0.18, 13.85, 9.60, 7.33, 538794
507506, 15.46, 2.50, 16.96, 31.28, 2.98, girdharilal-sugar--allied-industries-ltd
532905, 16.94, 0.13, -2.26, -2.36, 0.10, saamya-biotech-(india)-ltd
537068, 17.43, --, --, --, -0.01, satya-miners--transporters-ltd
539409, 18.40, 2.69, 12.00, 2.39, 10.07, 539409
531398, 19.60, 0.02, 3.24, 3.35, 1.16, source-natural-foods--herbal-suppl-ltd
539354, 20.16, 2.40, 18.18, 21.88, 27.19, 539354
532946, 26.05, 0.65, -0.80, -9.03, -0.68, bang-overseas-ltd
513369, 27.84, 0.41, 5.61, 4.32, 1.41, rajkumar-forge-ltd
531127, 28.70, 0.01, -19.08, -13.47, -1.03, anar-industries-ltd
520073, 32.38, 0.95, 20.03, 11.95, 15.89, raunaq-automotive-components-ltd
526137, 34.80, 2.26, 13.76, 1.84, 27.76, shetron-ltd
532933, 37.15, 0.24, 5.53, 2.23, 4.97, porwal-auto-components-ltd
526849, 42.01, 0.37, 4.98, 4.03, 5.87, banaras-beads-ltd
539447, 43.39, 0.91, 7.35, -0.30, 12.58, 539447
500418, 45.46, 0.43, 11.03, 7.26, 7.53, tokyo-plast-international-ltd
513472, 47.25, 0.81, 11.65, 1.56, 38.51, simplex-castings-ltd
526747, 47.61, 1.21, 7.64, 4.75, 13.18, pg-foils-ltd
526616, 47.75, 1.47, 10.45, 5.55, 8.01, national-plastic-industries-ltd
500220, 50.76, 0.47, 14.98, 9.88, 7.80, jasch-industries-ltd
539287, 53.36, 0.88, 12.03, 4.00, 3.83, 539287
532951, 60.97, 0.04, 5.80, -81.67, 5.27, gss-infotech-ltd
533316, 61.00, --, --, --, -0.18, stel-holdings limited
531726, 61.81, 0.34, 13.87, 10.26, 9.57, panchsheel-organics-ltd
538964, 64.15, 0.32, 23.81, 18.26, 48.17, 538964
532806, 71.43, 1.55, 3.14, -5.67, 2.71, ai-champdany-industries-ltd
538795, 72.42, 0.38, 13.79, 9.41, 36.20, shree-ajit-pulp-and-paper-ltd
532658, 84.46, 0.55, -7.08, -17.49, -11.38, eon-electric-ltd
531921, 89.64, 0.85, 15.18, 13.42, 28.68, agarwal-industrial-corporation-ltd
537524, 93.15, --, --, --, -0.84, hindusthan-safety-glass-industries-ltd
531363, 93.26, 1.73, 10.10, 2.43, 45.10, karur-kcppackkagings-ltd
514300, 93.85, 0.81, 12.00, 1.85, 14.24, pioneer-embroideries-ltd
504028, 102.06, 0.80, 11.09, 4.07, 6.16, gee-ltd
532323, 103.16, 0.26, 5.84, 2.57, 0.51, shiva-cement-ltd
524324, 109.14, 2.86, 5.86, 20.00, 30.42, seya-industries-ltd
532357, 114.58, 0.31, -0.01, -6.25, 12.65, mukta-arts-ltd
531744, 121.75, 0.27, 12.19, 8.57, 4.23, gini-silk-mills-ltd
514165, 127.74, 0.27, -2.39, -27.25, 0.17, indian-acrylics-ltd
532878, 130.66, 0.33, 0.12, -1.61, 1.62, alpa-laboratories-ltd
519457, 136.12, 0.06, 10.17, 6.01, 1.21, virat-crane-industries-ltd
533161, 152.05, 1.21, 12.25, 9.40, 11.12, emmbi-industries-ltd
524824, 152.73, 0.87, 11.44, 7.50, 13.62, bal-pharma-ltd
532456, 161.83, 2.72, 16.77, 14.56, 67.23, compuage-infocom-ltd
524774, 181.45, 0.34, 27.73, 25.38, 23.73, ngl-fine-chem-ltd
533296, 191.30, 1.69, -0.78, -27.36, 1.80, future-market-networks-ltd
532633, 203.05, 0.01, -0.63, -1.51, 1.64, allsec-technologies-ltd
507155, 228.28, 1.50, -5.43, -28.95, -3.48, jagatjit-industries-ltd
532875, 229.55, 0.16, 2.34, 0.06, 6.83, allied-digital-services-ltd
532722, 231.10, --, -9.78, 325.15, -3.05, nitco-ltd
539301, 245.07, 0.22, 15.31, 8.69, 2.35, 539301
532934, 252.14, 0.34, 8.62, 6.05, 28.83, ppap-automotive-limited
504112, 258.30, 6.03, -3.09, 12.40, 0.11, nelco-ltd
517562, 268.32, --, -0.50, 0.01, -0.93, trigyn-technologies-ltd
500078, 270.80, 0.71, 15.05, 14.37, 82.39, camphor--allied-products-ltd
526409, 283.16, 1.62, 11.34, 1.91, 39.19, kkalpana-industries-(india)-ltd
531633, 319.85, 0.43, 16.00, 13.26, 14.17, lincoln-pharmaceuticals-ltd
506685, 333.84, --, 28.15, 18.83, 10.08, ultramarine--pigments-ltd
530759, 356.40, 0.52, 20.39, 18.09, 68.82, sterling-tools-ltd
530199, 356.97, 2.00, 10.95, 4.18, 12.89, themis-medicare-ltd
523768, 358.43, 2.76, 6.50, 3.80, 3.22, gujarat-borosil-ltd
524764, 382.95, 0.85, 2.41, -9.72, 2.86, nutraplus-india-ltd
503101, 396.04, --, 9.70, 7.09, 2.64, marathon-nextgen-realty-ltd
532790, 411.50, --, --, --, 1.09, tanla-solutions-ltd
532637, 413.80, 2.42, 16.20, 20.91, 15.42, mangalam-drugs--organics-ltd
500166, 417.96, 0.04, 14.57, 10.43, 16.30, goodricke-group-ltd
504959, 418.54, --, 28.77, 19.26, 76.88, stovec-industries-ltd
514010, 443.76, 2.14, 7.63, -6.43, 0.77, himachal-fibres-ltd
517344, 458.90, --, 10.66, 6.89, 7.44, mindteck-(india)-ltd
509079, 478.41, 1.09, 19.44, 15.34, 1.84, gufic-biosciences-ltd
502137, 491.49, 0.65, 11.87, 8.11, 93.40, deccan-cements-ltd
532983, 492.45, 0.26, 2.35, 0.79, 8.57, rpg-life-sciences-ltd
502168, 518.82, 1.05, 16.05, 5.98, 20.08, ncl-industries-ltd
