Security_Code, Market_Cap, Debt_to_Equity, RoCE, RoNW, Operating_Profit_per_share, Secutity_Id
522036, 2.14, --, 419.72, 25.93, -3.47, miven-machine-tools-ltd
530565, 2.31, --, --, --, 0.16, archana-software-ltd
523862, 3.66, 0.66, 0.79, -3.92, 0.12, dhoot-industries-ltd
513452, 3.96, --, --, --, -1.95, elango-industries-ltd
519031, 4.01, --, 15.18, 9.25, 4.14, shah-foods-ltd
531832, 5.25, --, --, --, -0.02, nagarjuna-agri-tech-ltd
524624, 5.55, 0.55, 8.19, 11.12, 0.19, gagan-gases-ltd
539199, 6.08, 0.10, 4.60, 3.40, 0.73, moongipa-securities-ltd
531448, 6.37, --, 0.10, 0.07, -0.53, safal-securities-ltd
500143, 6.60, 33.03, 7.92, 28.40, 3.85, ph-capital-ltd
538668, 6.99, 0.01, 1.29, 0.43, -0.19, naysaa-securities-ltd
531250, 7.22, --, --, --, -5.03, rnb-industries-ltd
523021, 7.48, 0.73, 11.72, 9.30, 7.56, rishi-techtex-ltd
538963, 8.05, 1.36, 8.43, 1.28, 3.25, pact-industries-ltd
531525, 8.38, --, 2.67, 2.48, 0.69, ace-software-exports-ltd
539121, 8.38, 0.39, --, --, -0.26, palco-metals-ltd
590090, 9.83, 0.47, 3.12, 2.64, 2.55, swarnajyothi-agrotech--power-limited
530617, 10.05, 0.44, 5.98, 2.49, 3.78, sampre-nutritions-ltd
505515, 10.12, --, -6.63, -6.79, -0.47, shyamkamal-investments-ltd
513703, 10.76, --, -9.63, -11.64, 0.22, kumar-wire-cloth-manufacturing-company-ltd
590116, 10.78, 10.48, --, --, -15.42, 7seas-technologies-ltd
538019, 10.80, --, --, --, 3.42, oceanaa-biotek-industries-ltd
507474, 12.49, 0.38, 7.41, 2.97, 2.92, kothari-fermentation--biochem-ltd
539409, 14.43, 2.69, 12.00, 2.39, 10.07, neeraj-paper-marketing-ltd
522294, 14.70, 0.44, 6.25, 4.51, 3.76, t--i-global-ltd
526971, 15.12, 0.60, 10.79, 10.23, 10.45, dhoot-industrial-finance-ltd
539201, 17.08, 1.82, 6.37, 8.58, 64.34, satia-industries-ltd
531236, 17.65, 0.39, 13.93, 11.87, 10.74, mewar-polytex-ltd
531454, 18.71, 0.49, 15.63, 4.39, 1.24, polylink-polymers-(india)-ltd
532730, 18.78, --, 15.25, 28.60, 0.02, stl-global-ltd
504646, 19.69, 0.32, -11.37, -13.77, 0.60, bhagwati-autocast-ltd
516110, 19.81, 0.14, --, --, -0.05, scandent-imaging-limited
530449, 20.77, 0.20, 5.35, 3.70, 1.77, rungta-irrigation-ltd
523384, 22.88, --, -0.49, 0.46, -0.69, maha-rashtra-apex-corporation-ltd
514448, 23.78, 2.20, 6.38, 5.05, 2.25, jyoti-resins--adhesives-ltd
531569, 23.89, 1.70, 6.19, -7.51, 9.09, sanjivani-paranteral-ltd
533294, 25.25, 0.49, -1.49, -7.73, -0.49, ravi-kumar-distilleries-ltd
531127, 25.79, 0.01, -19.08, -13.47, -1.03, anar-industries-ltd
532329, 29.37, --, 5.13, 4.10, 0.63, danlaw-technologies-india-ltd
539447, 29.93, 0.91, 7.35, -0.30, 12.58, beardsell-ltd
526137, 32.82, 2.26, 13.76, 1.84, 27.76, shetron-ltd
531758, 40.66, --, --, --, 0.53, gkconsultants-ltd
539287, 40.91, 0.88, 12.03, 4.00, 3.83, ortin-laboratories-ltd
514266, 46.99, 0.01, 25.10, 17.67, 15.83, zenith-fibres-ltd
537707, 49.15, 0.43, -2.68, -4.06, 1.22, ett-ltd
538713, 49.20, 0.06, 22.56, 16.73, 5.36, atishay-infotech-ltd
538715, 51.25, 1.23, 17.20, 14.79, 11.18, dhabriya-polywood-ltd
526775, 55.80, --, --, --, 0.12, valiant-communications-ltd
537536, 64.15, 2.41, 9.96, 0.48, 10.29, denis-chem-lab-ltd
524654, 76.04, 0.12, 15.41, 12.05, 21.59, natural-capsules-ltd
532878, 80.48, 0.33, 0.12, -1.61, 1.62, alpa-laboratories-ltd
504028, 85.64, 0.80, 11.09, 4.07, 6.16, gee-ltd
513554, 87.33, 1.08, 5.45, 2.28, 11.83, mahamaya-steel-industries-ltd
