Security_Code, Market_Cap, Debt_to_Equity, RoCE, RoNW, Operating_Profit_per_share, Secutity_Id
531658, 0.83, --, --, --, 0.02, trijal-industries-ltd
531067, 2.50, --, --, --, -0.24, contil-india-ltd
532041, 3.14, 0.14, -17.99, -21.06, -1.20, hindustan-bio-sciences-ltd
532817, 4.67, 1.21, -12.12, -46.65, -5.27, oriental-trimex-ltd
514272, 5.74, --, --, --, -0.29, bhilwara-spinners-ltd
507609, 6.11, 0.30, 73.50, 41.41, 70.42, olympic-oil-industries-ltd
530991, 7.00, 0.93, 9.96, 1.86, 2.70, roopa-industries-ltd
519604, 9.33, --, --, --, -0.19, suryo-foods--industries-ltd
539217, 10.50, 0.59, 0.80, 0.21, 0.14, srestha-finvest-ltd
539291, 12.95, 0.43, 4.81, 2.03, -0.71, ozone-world-ltd
538794, 14.33, 0.18, 13.85, 9.60, 7.33, jet-infraventure-ltd
507506, 14.74, 2.50, 16.96, 31.28, 2.98, girdharilal-sugar--allied-industries-ltd
537068, 16.58, --, --, --, -0.01, satya-miners--transporters-ltd
539409, 17.53, 2.69, 12.00, 2.39, 10.07, neeraj-paper-marketing-ltd
526971, 17.75, 0.60, 10.79, 10.23, 10.45, dhoot-industrial-finance-ltd
539354, 19.44, 2.40, 18.18, 21.88, 27.19, polyspin-exports-ltd
531398, 19.44, 0.02, 3.24, 3.35, 1.16, source-natural-foods--herbal-suppl-ltd
531287, 20.79, 0.86, 16.11, 7.95, 8.95, national-plastic-technologies-ltd
503349, 22.39, --, --, --, -134.02, victoria-mills-ltd
500132, 23.17, --, -38.78, 70.41, -35.98, empee-sugars--chemicals-ltd
532946, 24.81, 0.65, -0.80, -9.03, -0.68, bang-overseas-ltd
513369, 26.53, 0.41, 5.61, 4.32, 1.41, rajkumar-forge-ltd
531127, 28.65, 0.01, -19.08, -13.47, -1.03, anar-industries-ltd
530459, 31.29, 0.29, 13.39, 9.02, 6.79, valson-industries-ltd
524218, 32.09, 0.20, 5.19, 8.09, 1.08, resonance-specialties-ltd
532933, 33.52, 0.24, 5.53, 2.23, 4.97, porwal-auto-components-ltd
526137, 37.27, 2.26, 13.76, 1.84, 27.76, shetron-ltd
526849, 38.36, 0.37, 4.98, 4.03, 5.87, banaras-beads-ltd
531146, 41.23, 1.19, 7.85, 2.60, 4.13, medicamen-biotech-ltd
539447, 41.68, 0.91, 7.35, -0.30, 12.58, beardsell-ltd
530521, 43.33, 0.05, 22.37, 15.67, 7.35, virat-industries-ltd
513472, 43.90, 0.81, 11.65, 1.56, 38.51, simplex-castings-ltd
531869, 45.83, 0.42, 2.94, 1.24, 1.88, sacheta-metals-ltd
526747, 47.85, 1.21, 7.64, 4.75, 13.18, pg-foils-ltd
532230, 50.39, 0.89, 8.32, 3.05, 17.79, bengal-tea--fabrics-ltd
539287, 50.82, 0.88, 12.03, 4.00, 3.83, ortin-laboratories-ltd
513709, 53.10, 0.29, 14.44, 10.15, 22.22, shilp-gravures-ltd
538713, 53.59, 0.06, 22.56, 16.73, 5.36, atishay-infotech-ltd
537707, 54.64, 0.43, -2.68, -4.06, 1.22, ett-ltd
508136, 55.15, 0.52, 18.86, 16.36, 51.37, b--a-ltd
524727, 58.94, --, -3.78, 59.79, 2.03, span-diagnostics-ltd
515093, 60.66, 0.09, 9.01, 7.02, 13.18, madhav-marbles--granites-ltd
538964, 61.10, 0.32, 23.81, 18.26, 48.17, mercury-laboratories-ltd
531726, 61.19, 0.34, 13.87, 10.26, 9.57, panchsheel-organics-ltd
524828, 62.27, 0.39, 13.56, 11.34, 6.61, bdh-industries-ltd
532373, 66.25, 0.38, 9.69, 5.28, 4.34, wep-solutions-ltd
532806, 68.14, 1.55, 3.14, -5.67, 2.71, ai-champdany-industries-ltd
533170, 69.44, --, 9.60, 8.15, 1.17, tamboli-capital-ltd
531363, 81.00, 1.73, 10.10, 2.43, 45.10, karur-kcppackkagings-ltd
531921, 86.55, 0.85, 15.18, 13.42, 28.68, agarwal-industrial-corporation-ltd
537524, 88.72, --, --, --, -0.84, hindusthan-safety-glass-industries-ltd
524654, 91.72, 0.12, 15.41, 12.05, 21.59, natural-capsules-ltd
532658, 93.53, 0.55, -7.08, -17.49, -11.38, eon-electric-ltd
504028, 100.88, 0.80, 11.09, 4.07, 6.16, gee-ltd
524324, 105.28, 2.86, 5.86, 20.00, 30.42, seya-industries-ltd
526423, 107.89, 0.74, 18.60, 5.19, 3.88, kriti-industries-(india)-ltd
533210, 110.98, 0.62, 31.40, 21.63, 2.81, kriti-nutrients-ltd
531744, 117.78, 0.27, 12.19, 8.57, 4.23, gini-silk-mills-ltd
530589, 117.98, 0.08, 11.74, 8.11, 3.95, prima-plastics-ltd
514165, 121.11, 0.27, -2.39, -27.25, 0.17, indian-acrylics-ltd
