Security_Code, Market_Cap, Debt_to_Equity, RoCE, RoNW, Operating_Profit_per_share, Secutity_Id
532730, 13.48, --, 15.25, 28.60, 0.02, stl-global-ltd
531489, 25.91, 0.01, 15.67, 11.50, 3.18, cg-vak-software--exports-ltd
514266, 42.87, 0.01, 25.10, 17.67, 15.83, zenith-fibres-ltd
524828, 47.21, 0.39, 13.56, 11.34, 6.61, bdh-industries-ltd
531744, 79.50, 0.27, 12.19, 8.57, 4.23, gini-silk-mills-ltd
517344, 283.78, --, 10.66, 6.89, 7.44, mindteck-(india)-ltd
532543, 323.75, 0.09, 10.26, 3.96, 2.84, gp-petroleums-limited
500052, 399.50, 0.37, 11.43, 4.78, 1.25, bhansali-engineering-polymers-ltd
530441, 618.50, --, --, --, 0.00, mahanivesh-(india)-ltd
500233, 7026.25, 0.11, 31.81, 23.31, 36.00, kajaria-ceramics-ltd
526299, 9629.93, 0.03, 17.66, 13.65, 28.96, mphasis-ltd
532321, 44189.85, 0.28, 26.04, 28.08, 74.93, cadila-healthcare-ltd
