Security_Code, Market_Cap, Debt_to_Equity, RoCE, RoNW, Operating_Profit_per_share, Secutity_Id
530179, 1.47, --, --, --, 0.02, rsc-international-ltd
532730, 16.20, --, 15.25, 28.60, 0.02, stl-global-ltd
538964, 50.98, 0.32, 23.81, 18.26, 48.17, mercury-laboratories-ltd
514354, 52.16, 0.48, 12.10, 9.87, 2.48, premier-polyfilm-ltd
531744, 79.41, 0.27, 12.19, 8.57, 4.23, gini-silk-mills-ltd
590031, 130.93, --, 15.34, 10.83, 9.38, de-nora-india-ltd
532543, 344.40, 0.09, 10.26, 3.96, 2.84, gp-petroleums-limited
507488, 763.97, 0.21, 21.01, 14.76, 30.12, gmbreweries-ltd
532504, 1575.62, 0.08, 11.57, 8.64, 64.81, navin-fluorine-international-limited
500227, 2310.10, 0.33, 13.77, 10.51, 67.22, jindal-poly-films-ltd
532541, 3464.54, 0.02, 17.81, 14.47, 37.70, niit-technologies-ltd
500027, 4949.06, 0.24, 29.67, 23.80, 126.67, atul-ltd
517506, 5017.53, --, 21.01, 14.33, 128.20, ttk-prestige-ltd
500674, 10466.90, --, 20.67, 17.78, 147.14, sanofi-india-ltd
