Security_Code, Market_Cap, Debt_to_Equity, RoCE, RoNW, Operating_Profit_per_share, Secutity_Id
530565, 2.20, --, --, --, 0.16, archana-software-ltd
519031, 3.95, --, 15.18, 9.25, 4.14, shah-foods-ltd
538019, 9.25, --, --, --, 3.42, oceanaa-biotek-industries-ltd
524136, 16.29, 0.46, 13.45, 9.27, 14.16, pee-cee-cosma-sope-ltd
531236, 17.04, 0.39, 13.93, 11.87, 10.74, mewar-polytex-ltd
538922, 21.64, 0.20, 12.63, 17.95, 3.61, css-technergy-ltd
524654, 73.25, 0.12, 15.41, 12.05, 21.59, natural-capsules-ltd
590043, 160.48, 0.50, 17.73, 14.65, 13.50, harita-seating-systems-ltd
536264, 188.93, 0.30, 25.76, 19.58, 24.44, tiger-logistics-(india)-ltd
538540, 202.09, --, --, --, 0.01, ramchandra-leasing--finance-ltd
530331, 246.22, 0.07, 47.00, 30.74, 60.69, premco-global-ltd
517344, 313.36, --, 10.66, 6.89, 7.44, mindteck-(india)-ltd
505710, 554.30, 0.23, 22.14, 15.04, 3.26, grauer--weil-(india)-ltd
526725, 603.28, 0.02, 19.45, 12.58, 127.81, sandesh-ltd
533217, 2006.59, 0.13, 23.72, 19.06, 22.68, hindustan-media-ventures-ltd
532541, 3539.09, 0.02, 17.81, 14.47, 37.70, niit-technologies-ltd
