Security_Code, Market_Cap, Debt_to_Equity, RoCE, RoNW, Operating_Profit_per_share, Secutity_Id
512441, 1.15, --, --, --, 31.11, enbee-trade--finance-ltd
539012, 3.93, --, 12.07, 9.88, 5.48, megri-soft-ltd
539392, 8.42, --, --, --, 0.05, sang-froid-labs-(india)-ltd
526001, 11.54, 0.11, 24.18, 27.62, 5.76, jauss-polymers-ltd
531236, 15.71, 0.39, 13.93, 11.87, 10.74, mewar-polytex-ltd
532730, 17.90, --, 15.25, 28.60, 0.02, stl-global-ltd
526775, 46.95, --, --, --, 0.12, valiant-communications-ltd
524828, 51.87, 0.39, 13.56, 11.34, 6.61, bdh-industries-ltd
538964, 54.07, 0.32, 23.81, 18.26, 48.17, mercury-laboratories-ltd
514354, 58.03, 0.48, 12.10, 9.87, 2.48, premier-polyfilm-ltd
532053, 90.28, --, 36.13, 29.07, 30.26, wallfort-financial-services-ltd
530589, 100.87, 0.08, 11.74, 8.11, 3.95, prima-plastics-ltd
532172, 118.79, 0.26, --, --, 0.73, sphere-global-services-ltd
526315, 121.41, --, 18.83, 12.06, 8.61, divyashakti-granites-ltd
590031, 141.27, --, 15.34, 10.83, 9.38, de-nora-india-ltd
590043, 148.10, 0.50, 17.73, 14.65, 13.50, harita-seating-systems-ltd
538595, 204.78, 0.31, 16.01, 11.12, 55.63, gloster-ltd
504879, 388.83, 0.16, 10.99, 7.92, 2.47, orient-abrasives-ltd
509557, 878.16, 0.10, 20.71, 13.89, 36.30, garware-wall-ropes-ltd
507488, 884.34, 0.21, 21.01, 14.76, 30.12, gmbreweries-ltd
532539, 1105.02, 0.29, 16.50, 14.38, 71.49, minda-industries-ltd
523385, 1607.16, 0.34, 13.97, 8.62, 93.82, nilkamal-ltd
500227, 2455.59, 0.33, 13.77, 10.51, 67.22, jindal-poly-films-ltd
