Security_Code, Market_Cap, Debt_to_Equity, RoCE, RoNW, Operating_Profit_per_share, Secutity_Id
511024, 0.64, --, --, --, 0.88, subway-finance--investment-coltd
507609, 5.29, 0.30, 73.50, 41.41, 70.42, olympic-oil-industries-ltd
526001, 11.80, 0.11, 24.18, 27.62, 5.76, jauss-polymers-ltd
531236, 14.97, 0.39, 13.93, 11.87, 10.74, mewar-polytex-ltd
532730, 17.54, --, 15.25, 28.60, 0.02, stl-global-ltd
526161, 38.99, 0.17, 11.51, 6.62, 15.15, spenta-international-ltd
538964, 53.02, 0.32, 23.81, 18.26, 48.17, mercury-laboratories-ltd
514354, 56.56, 0.48, 12.10, 9.87, 2.48, premier-polyfilm-ltd
532053, 83.36, --, 36.13, 29.07, 30.26, wallfort-financial-services-ltd
526315, 115.71, --, 18.83, 12.06, 8.61, divyashakti-granites-ltd
590043, 125.32, 0.50, 17.73, 14.65, 13.50, harita-seating-systems-ltd
590031, 147.93, --, 15.34, 10.83, 9.38, de-nora-india-ltd
538595, 218.23, 0.31, 16.01, 11.12, 55.63, gloster-ltd
538834, 353.40, --, --, --, 0.13, meenakshi-enterprises-ltd
532543, 361.99, 0.09, 10.26, 3.96, 2.84, gp-petroleums-limited
530299, 606.83, 0.17, 10.17, 6.64, 36.14, kothari-products-ltd
530441, 641.25, --, --, --, 0.00, mahanivesh-(india)-ltd
507488, 842.23, 0.21, 21.01, 14.76, 30.12, gmbreweries-ltd
509557, 852.32, 0.10, 20.71, 13.89, 36.30, garware-wall-ropes-ltd
532504, 1739.76, 0.08, 11.57, 8.64, 64.81, navin-fluorine-international-limited
500227, 2385.16, 0.33, 13.77, 10.51, 67.22, jindal-poly-films-ltd
500003, 3577.14, 0.25, 21.79, 26.66, 19.11, aegis-logistics-ltd
