Security_Code, Market_Cap, Debt_to_Equity, RoCE, RoNW, Operating_Profit_per_share, Secutity_Id
512167, 1.23, 0.03, --, --, -0.03, matra-realty-ltd
522036, 2.11, --, 419.72, 25.93, -3.47, miven-machine-tools-ltd
530565, 2.20, --, --, --, 0.16, archana-software-ltd
531067, 2.34, --, --, --, -0.62, contil-india-ltd
532011, 2.56, 1.84, 14.73, 4.32, 4.46, pooja-entertainment-and-films-ltd
504673, 3.10, --, --, --, -0.64, universal-prime-aluminium-ltd
523862, 3.51, 0.66, 0.79, -3.92, 0.12, dhoot-industries-ltd
513452, 3.77, --, --, --, -1.95, elango-industries-ltd
519031, 3.95, --, 15.18, 9.25, 4.14, shah-foods-ltd
530697, 4.23, 0.01, --, --, -0.14, neelkanth-technologies-ltd
500458, 4.23, --, -185.45, 142.44, -1.30, kore-foods-ltd
530815, 4.34, 5.02, 10.02, -50.48, 1.54, refnol-resins--chemicals-ltd
538646, 4.44, 0.06, 4.11, 1.30, 0.59, parnami-credits-ltd
539224, 4.48, --, 1.16, 0.81, 0.15, shreenath-industrial-investment-company-ltd
513307, 4.70, 1.72, 18.37, 17.22, 11.45, synthiko-foils-ltd
511187, 5.75, --, --, --, -0.02, mahamaya-investments-ltd
500143, 6.44, 33.03, 7.92, 28.40, 3.85, ph-capital-ltd
531250, 6.89, --, --, --, -5.03, rnb-industries-ltd
511367, 7.20, --, --, --, -0.11, meglon-infra-real-(india)-ltd
517238, 8.08, --, --, --, -1.35, dynavision-ltd
530401, 8.14, 0.53, 16.19, 14.13, 6.22, vinyoflex-ltd
539121, 8.16, 0.39, --, --, -0.26, palco-metals-ltd
531227, 8.21, 0.95, 14.11, 11.08, 8.41, deco-mica-ltd
531525, 8.23, --, 2.67, 2.48, 0.69, ace-software-exports-ltd
512413, 8.39, 0.03, --, --, -0.02, spectacle-ventures-ltd
532025, 8.47, --, -2.70, -2.81, -0.10, sowbhagya-media-ltd
526479, 8.69, 0.93, 8.52, -7.03, 6.65, sky-industries-ltd
538019, 9.25, --, --, --, 3.42, oceanaa-biotek-industries-ltd
505515, 9.64, --, -6.63, -6.79, -0.47, shyamkamal-investments-ltd
530617, 9.81, 0.44, 5.98, 2.49, 3.78, sampre-nutritions-ltd
531254, 10.10, --, -1.19, -20.42, 0.02, transpek-finance-ltd
534707, 12.76, 0.59, -7.58, -8.77, -1.32, anshus-clothing-ltd
522294, 14.04, 0.44, 6.25, 4.51, 3.76, t--i-global-ltd
526971, 15.20, 0.60, 10.79, 10.23, 10.45, dhoot-industrial-finance-ltd
530151, 15.39, 4.01, 0.32, -37.14, 8.08, vijay-textiles-ltd
539201, 16.27, 1.82, 6.37, 8.58, 64.34, satia-industries-ltd
524136, 16.29, 0.46, 13.45, 9.27, 14.16, pee-cee-cosma-sope-ltd
