Security_Code, Market_Cap, Debt_to_Equity, RoCE, RoNW, Operating_Profit_per_share, Secutity_Id
532092, 0.33, --, --, --, -0.01, sagar-productions-limited
530179, 1.47, --, --, --, 0.02, rsc-international-ltd
530697, 3.26, 0.01, --, --, -0.14, neelkanth-technologies-ltd
539224, 3.53, --, 1.16, 0.81, 0.15, shreenath-industrial-investment-company-ltd
531832, 4.47, --, --, --, -0.02, nagarjuna-agri-tech-ltd
530931, 5.38, 12.71, 12.86, -4.54, 5.57, stanpacks-(india)-ltd
524396, 9.62, 0.35, 8.29, 6.97, 0.45, biofil-chemicals--pharmaceuticals-ltd
533015, 12.05, 0.03, 0.71, 0.07, 0.26, nu-tek-india-ltd
532730, 16.20, --, 15.25, 28.60, 0.02, stl-global-ltd
539354, 18.50, 2.40, 18.18, 21.88, 27.19, polyspin-exports-ltd
531127, 22.13, 0.01, -19.08, -13.47, -1.03, anar-industries-ltd
513713, 24.25, --, --, --, -0.32, white-diamond-industries-ltd
526137, 28.81, 2.26, 13.76, 1.84, 27.76, shetron-ltd
532993, 31.64, 0.63, -22.95, -76.73, -10.07, sezal-glass-limited
513151, 40.60, --, -4.94, 19.93, -0.47, sti-india-ltd
524412, 41.57, 0.31, 6.23, 3.07, 0.81, aarey-drugs--pharmaceuticals-ltd
537707, 43.76, 0.43, -2.68, -4.06, 1.22, ett-ltd
532673, 43.79, 7.17, 16.28, 43.07, 3.29, kmsugar-mills-ltd
538964, 50.98, 0.32, 23.81, 18.26, 48.17, mercury-laboratories-ltd
514354, 52.16, 0.48, 12.10, 9.87, 2.48, premier-polyfilm-ltd
506854, 55.86, --, 3.27, 1530.19, 7.57, tanfac-industries-ltd
533982, 76.64, 0.58, 11.23, 5.08, 13.53, tera-software-ltd
504028, 77.97, 0.80, 11.09, 4.07, 6.16, gee-ltd
531744, 79.41, 0.27, 12.19, 8.57, 4.23, gini-silk-mills-ltd
539196, 92.84, --, 9.06, 7.18, 0.42, amba-enterprises-ltd
532610, 110.29, 7.87, 7.53, -23.02, 57.13, dwarikesh-sugar-industries-ltd
530363, 125.66, 2.21, 3.36, -3.91, 1.86, ugar-sugar-works-ltd
590031, 130.93, --, 15.34, 10.83, 9.38, de-nora-india-ltd
523391, 146.05, 0.49, 9.32, 3.04, 15.94, nahar-polyfilms-ltd
538706, 148.86, 2.51, 16.79, 13.25, 15.50, ultracab-(india)-ltd
500322, 152.17, 5.73, -3.50, -106.24, -1.67, panyam-cements--mineral-industries-ltd
505324, 154.96, 0.03, -4.43, -5.02, -3.06, manugraph-india-ltd
517562, 164.17, --, -0.50, 0.01, -0.93, trigyn-technologies-ltd
534674, 167.43, 0.25, 3.16, 0.37, 0.22, dynacons-technologies-ltd
518011, 171.08, 2.46, 17.36, 60.94, 31.99, keerthi-industries-ltd
532646, 310.78, 4.06, 12.55, 2.55, 6.57, uniply-industries-ltd
532543, 345.16, 0.09, 10.26, 3.96, 2.84, gp-petroleums-limited
504369, 387.88, --, --, --, -0.04, grandma-trading--agencies-ltd
533470, 419.90, 1.34, 13.69, -0.87, 19.63, rushil-decor-ltd
500097, 520.44, 1.79, 6.16, 0.32, 13.95, dalmia-bharat-sugar-and-industries-ltd
500288, 693.76, 0.95, 2.47, 0.29, 1.04, morepen-laboratories-ltd
507488, 763.97, 0.21, 21.01, 14.76, 30.12, gmbreweries-ltd
532508, 1198.66, 57.32, 2.14, -730.03, 41.12, jindal-stainless-ltd
534758, 1202.08, 0.05, 2.63, 1.55, 3.79, cigniti-technologies-ltd
530367, 1400.53, 1.00, 16.58, 19.16, 11.84, nrb-bearings-ltd
500171, 1448.28, 1.61, 22.37, 23.77, 52.23, ghcl-ltd
500266, 1492.29, --, 21.70, 21.70, -4.37, maharashtra-scooters-ltd
532504, 1575.62, 0.08, 11.57, 8.64, 64.81, navin-fluorine-international-limited
512161, 1961.34, --, 3.27, 2.02, 5.20, 8k-miles-software-services-ltd
500227, 2310.10, 0.33, 13.77, 10.51, 67.22, jindal-poly-films-ltd
532767, 2417.72, 2.52, 7.65, 3.23, 68.67, gayatri-projects-ltd
532541, 3464.54, 0.02, 17.81, 14.47, 37.70, niit-technologies-ltd
500027, 4949.06, 0.24, 29.67, 23.80, 126.67, atul-ltd
517506, 5146.57, --, 21.01, 14.33, 128.20, ttk-prestige-ltd
500674, 10471.28, --, 20.67, 17.78, 147.14, sanofi-india-ltd
