Security_Code, Market_Cap, Debt_to_Equity, RoCE, RoNW, Operating_Profit_per_share, Secutity_Id
532092, 0.36, --, --, --, -0.01, sagar-productions-limited
522036, 1.82, --, 419.72, 25.93, -3.47, miven-machine-tools-ltd
523164, 1.95, 2.77, --, --, -0.46, sip-industries-ltd
523862, 2.88, 0.66, 0.79, -3.92, 0.12, dhoot-industries-ltd
530697, 3.42, 0.01, --, --, -0.14, neelkanth-technologies-ltd
531832, 4.68, --, --, --, -0.02, nagarjuna-agri-tech-ltd
531917, 4.97, 0.24, 3.52, 2.47, 1.14, twinstar-industries-limited
524624, 5.06, 0.55, 8.19, 11.12, 0.19, gagan-gases-ltd
532303, 5.34, --, --, --, 0.10, integrated-hitech-ltd
523021, 6.78, 0.73, 11.72, 9.30, 7.56, rishi-techtex-ltd
512413, 6.79, 0.03, --, --, -0.02, spectacle-ventures-ltd
538963, 6.82, 1.36, 8.43, 1.28, 3.25, pact-industries-ltd
526628, 7.83, 2.26, -5.11, -17.89, 0.48, ajwa-fun-world--resort-ltd
505515, 8.34, --, -6.63, -6.79, -0.47, shyamkamal-investments-ltd
511636, 9.43, --, --, --, -0.22, djs-stock--shares-ltd
590090, 9.89, 0.47, 3.12, 2.64, 2.55, swarnajyothi-agrotech--power-limited
524582, 12.13, 3.03, 5.36, -9.80, 6.15, tirupati-starch--chemicals-ltd
531236, 14.26, 0.39, 13.93, 11.87, 10.74, mewar-polytex-ltd
539300, 14.69, 1.39, 7.29, 1.17, 7.77, ak-spintex-ltd
532386, 15.93, --, --, --, -4.60, california-software-coltd
532730, 16.47, --, 15.25, 28.60, 0.02, stl-global-ltd
531600, 18.09, 0.01, 10.34, 4.63, 1.73, gogia-capital-services-limited
514448, 18.66, 2.20, 6.38, 5.05, 2.25, jyoti-resins--adhesives-ltd
539354, 19.32, 2.40, 18.18, 21.88, 27.19, polyspin-exports-ltd
511509, 22.11, 0.62, 4.75, 5.04, 3.00, vivo-bio-tech-ltd
513713, 25.00, --, --, --, -0.32, white-diamond-industries-ltd
532329, 26.06, --, 5.13, 4.10, 0.63, danlaw-technologies-india-ltd
531758, 28.76, --, --, --, 0.53, gkconsultants-ltd
532993, 33.21, 0.63, -22.95, -76.73, -10.07, sezal-glass-limited
530521, 36.88, 0.05, 22.37, 15.67, 7.35, virat-industries-ltd
526161, 37.16, 0.17, 11.51, 6.62, 15.15, spenta-international-ltd
501421, 39.41, 0.23, -0.08, 0.03, 0.25, technvision-ventures-ltd
513151, 41.76, --, -4.94, 19.93, -0.47, sti-india-ltd
524412, 42.46, 0.31, 6.23, 3.07, 0.81, aarey-drugs--pharmaceuticals-ltd
526747, 43.31, 1.21, 7.64, 4.75, 13.18, pg-foils-ltd
526179, 45.62, 0.61, -20.21, -12.07, -5.25, ludlow-jute--specialities-ltd
538715, 49.20, 1.23, 17.20, 14.79, 11.18, dhabriya-polywood-ltd
