Security_Code, Market_Cap, Debt_to_Equity, RoCE, RoNW, Operating_Profit_per_share, Secutity_Id
530057, 0.88, 3.79, --, --, -0.14, ivee-injectaa-ltd
530601, 1.63, --, -6.07, -6.08, -0.23, jagsonpal-finance--leasing-ltd
522036, 2.01, --, 419.72, 25.93, -3.47, miven-machine-tools-ltd
523164, 2.05, 2.77, --, --, -0.46, sip-industries-ltd
530565, 2.10, --, --, --, 0.16, archana-software-ltd
531067, 2.23, --, --, --, -0.62, contil-india-ltd
532011, 2.51, 1.84, 14.73, 4.32, 4.46, pooja-entertainment-and-films-ltd
523862, 3.34, 0.66, 0.79, -3.92, 0.12, dhoot-industries-ltd
513452, 3.59, --, --, --, -1.95, elango-industries-ltd
530697, 4.10, 0.01, --, --, -0.14, neelkanth-technologies-ltd
530815, 4.20, 5.02, 10.02, -50.48, 1.54, refnol-resins--chemicals-ltd
538646, 4.35, 0.06, 4.11, 1.30, 0.59, parnami-credits-ltd
500458, 4.38, --, -185.45, 142.44, -1.30, kore-foods-ltd
539224, 4.45, --, 1.16, 0.81, 0.15, shreenath-industrial-investment-company-ltd
513307, 4.55, 1.72, 18.37, 17.22, 11.45, synthiko-foils-ltd
531832, 5.47, --, --, --, -0.02, nagarjuna-agri-tech-ltd
511187, 5.50, --, --, --, -0.02, mahamaya-investments-ltd
531762, 5.63, 1.02, 23.54, 44.46, 0.42, unjha-formulations-ltd
538963, 7.70, 1.36, 8.43, 1.28, 3.25, pact-industries-ltd
517238, 7.70, --, --, --, -1.35, dynavision-ltd
526479, 7.90, 0.93, 8.52, -7.03, 6.65, sky-industries-ltd
531227, 7.94, 0.95, 14.11, 11.08, 8.41, deco-mica-ltd
539121, 8.00, 0.39, --, --, -0.26, palco-metals-ltd
532025, 8.57, --, -2.70, -2.81, -0.10, sowbhagya-media-ltd
505515, 9.19, --, -6.63, -6.79, -0.47, shyamkamal-investments-ltd
530617, 9.35, 0.44, 5.98, 2.49, 3.78, sampre-nutritions-ltd
524590, 9.36, 0.04, --, --, -0.18, hemo-organic-limited
