Security_Code, Market_Cap, Debt_to_Equity, RoCE, RoNW, Operating_Profit_per_share, Secutity_Id
531658, 0.76, --, --, --, 0.02, trijal-industries-ltd
530057, 0.85, 3.79, --, --, -0.14, ivee-injectaa-ltd
512441, 1.20, --, --, --, 31.11, enbee-trade--finance-ltd
532364, 1.95, 0.01, -3.88, -3.14, -0.07, cyberscape-multimedia-ltd
530565, 2.00, --, --, --, 0.16, archana-software-ltd
532011, 2.40, 1.84, 14.73, 4.32, 4.46, pooja-entertainment-and-films-ltd
523862, 3.19, 0.66, 0.79, -3.92, 0.12, dhoot-industries-ltd
513452, 3.42, --, --, --, -1.95, elango-industries-ltd
538646, 4.15, 0.06, 4.11, 1.30, 0.59, parnami-credits-ltd
539224, 4.24, --, 1.16, 0.81, 0.15, shreenath-industrial-investment-company-ltd
531832, 5.36, --, --, --, -0.02, nagarjuna-agri-tech-ltd
531762, 5.38, 1.02, 23.54, 44.46, 0.42, unjha-formulations-ltd
538668, 6.61, 0.01, 1.29, 0.43, -0.19, naysaa-securities-ltd
526479, 7.19, 0.93, 8.52, -7.03, 6.65, sky-industries-ltd
538963, 7.34, 1.36, 8.43, 1.28, 3.25, pact-industries-ltd
539121, 7.62, 0.39, --, --, -0.26, palco-metals-ltd
512413, 8.03, 0.03, --, --, -0.02, spectacle-ventures-ltd
505515, 8.75, --, -6.63, -6.79, -0.47, shyamkamal-investments-ltd
511636, 9.36, --, --, --, -0.22, djs-stock--shares-ltd
531254, 9.89, --, -1.19, -20.42, 0.02, transpek-finance-ltd
539291, 10.36, 0.43, 4.81, 2.03, -0.71, ozone-world-ltd
507506, 11.76, 2.50, 16.96, 31.28, 2.98, girdharilal-sugar--allied-industries-ltd
530151, 12.73, 4.01, 0.32, -37.14, 8.08, vijay-textiles-ltd
537068, 13.12, --, --, --, -0.01, satya-miners--transporters-ltd
538922, 17.93, 0.20, 12.63, 17.95, 3.61, css-technergy-ltd
531600, 18.96, 0.01, 10.34, 4.63, 1.73, gogia-capital-services-limited
532730, 19.16, --, 15.25, 28.60, 0.02, stl-global-ltd
530449, 19.48, 0.20, 5.35, 3.70, 1.77, rungta-irrigation-ltd
514448, 20.76, 2.20, 6.38, 5.05, 2.25, jyoti-resins--adhesives-ltd
523384, 20.87, --, -0.49, 0.46, -0.69, maha-rashtra-apex-corporation-ltd
532986, 22.40, 0.56, 6.17, 0.69, 13.44, niraj-cement-structurals-ltd
531127, 24.13, 0.01, -19.08, -13.47, -1.03, anar-industries-ltd
539447, 25.87, 0.91, 7.35, -0.30, 12.58, beardsell-ltd
531758, 33.46, --, --, --, 0.53, gkconsultants-ltd
531726, 39.95, 0.34, 13.87, 10.26, 9.57, panchsheel-organics-ltd
532993, 40.29, 0.63, -22.95, -76.73, -10.07, sezal-glass-limited
539151, 49.77, 1.90, 23.20, 26.38, 38.64, arfin-india-ltd
531324, 52.80, 24.80, 15.05, 48.21, 3.96, roselabs-finance-ltd
538964, 55.26, 0.32, 23.81, 18.26, 48.17, mercury-laboratories-ltd
505590, 56.42, 0.76, --, --, 0.27, svp-global-ventures-ltd
514354, 60.12, 0.48, 12.10, 9.87, 2.48, premier-polyfilm-ltd
538795, 67.44, 0.38, 13.79, 9.41, 36.20, shree-ajit-pulp-and-paper-ltd
531921, 79.55, 0.85, 15.18, 13.42, 28.68, agarwal-industrial-corporation-ltd
513554, 85.22, 1.08, 5.45, 2.28, 11.83, mahamaya-steel-industries-ltd
539400, 95.53, 1.01, 12.96, 11.04, 25.46, mallcom-(india)-ltd
532219, 109.73, 0.03, 6.55, 1.02, 2.53, energy-development-company-ltd
522108, 112.32, 0.60, 5.39, 1.32, 24.48, yuken-india-ltd
523248, 115.89, 0.71, 9.91, 5.43, 29.66, machino-plastics-ltd
532633, 124.12, 0.01, -0.63, -1.51, 1.64, allsec-technologies-ltd
590043, 152.64, 0.50, 17.73, 14.65, 13.50, harita-seating-systems-ltd
531616, 160.92, 31.23, -0.46, -329.76, -2.99, starcom-information-technology-ltd
536264, 169.16, 0.30, 25.76, 19.58, 24.44, tiger-logistics-(india)-ltd
538706, 170.49, 2.51, 16.79, 13.25, 15.50, ultracab-(india)-ltd
532460, 200.95, 0.64, -4.69, -3.03, -6.38, ponni-sugars-(erode)-ltd
532764, 201.21, --, 2.71, 4.33, 3.71, geecee-ventures-limited
530759, 297.67, 0.52, 20.39, 18.09, 68.82, sterling-tools-ltd
512229, 335.93, 0.17, 9.55, 7.81, 2.17, veritas-(india)-ltd
514010, 383.81, 2.14, 7.63, -6.43, 0.77, himachal-fibres-ltd
517330, 447.34, 0.92, 21.48, 17.56, 12.56, cmi-ltd
523301, 575.29, 1.37, 22.32, 28.27, 94.25, tcpl-packaging-ltd
533217, 2049.89, 0.13, 23.72, 19.06, 22.68, hindustan-media-ventures-ltd
