Security_Code, Market_Cap, Debt_to_Equity, RoCE, RoNW, Operating_Profit_per_share, Secutity_Id
500271, 00, --, 13.58, 11.31, 17.66, max-india-ltd
531553, 5.30, --, --, --, 0.25, arihant-avenues--credit-ltd
526001, 13.04, 0.11, 24.18, 27.62, 5.76, jauss-polymers-ltd
530207, 14.51, 0.02, 11.54, 5.75, 1.86, brawn-biotech-ltd
505827, 55.29, 0.37, 48.72, 20.58, 20.97, snl-bearings-ltd
538964, 61.02, 0.32, 23.81, 18.26, 48.17, mercury-laboratories-ltd
526775, 73.97, --, --, --, 0.12, valiant-communications-ltd
524654, 77.52, 0.12, 15.41, 12.05, 21.59, natural-capsules-ltd
511630, 88.69, 0.40, 10.02, 8.37, 0.49, sambhaav-media-ltd
538743, 118.44, --, --, --, 3.38, green-field-agri-ventures-ltd
522257, 126.51, 0.12, 20.82, 15.42, 1.82, rajoo-engineers-ltd
526263, 167.51, 0.28, 27.26, 21.72, 20.11, mold-tek-technologies-ltd
532737, 178.40, 0.19, 17.78, -14.95, 9.41, emkay-global-financial-services-ltd
536264, 198.23, 0.30, 25.76, 19.58, 24.44, tiger-logistics-(india)-ltd
517344, 351.21, --, 10.66, 6.89, 7.44, mindteck-(india)-ltd
532790, 394.25, --, --, --, 1.09, tanla-solutions-ltd
530843, 444.71, 0.09, 44.33, 31.85, 11.54, cupid-ltd
533121, 878.21, 0.09, 32.19, 21.78, 31.47, sqs-india-bfsi-limited
532539, 1193.07, 0.29, 16.50, 14.38, 71.49, minda-industries-ltd
532942, 1735.92, 0.15, 12.86, 12.82, 44.85, knr-constructions-ltd
538268, 2226.69, 0.03, 20.30, 14.20, 14.26, wonderla-holidays-ltd
