Security_Code, Market_Cap, Debt_to_Equity, RoCE, RoNW, Operating_Profit_per_share, Secutity_Id
532092, 0.20, --, --, --, -0.01, sagar-productions-limited
590091, 2.52, 0.84, 31.30, 35.94, 2.64, trinethra-infra-ventures-ltd
523021, 6.11, 0.73, 11.72, 9.30, 7.56, rishi-techtex-ltd
517238, 6.53, --, --, --, -1.35, dynavision-ltd
524590, 7.99, 0.04, --, --, -0.18, hemo-organic-limited
531581, 9.14, 0.23, --, --, -0.18, alka-diamond-industries-ltd
513703, 9.80, --, -9.63, -11.64, 0.22, kumar-wire-cloth-manufacturing-company-ltd
513397, 12.97, 1.19, 5.09, 5.36, 10.92, vallabh-steels-ltd
532386, 13.28, --, --, --, -4.60, california-software-coltd
532730, 13.48, --, 15.25, 28.60, 0.02, stl-global-ltd
532788, 13.55, --, -0.56, 3.13, -0.64, xl-energy-ltd
514474, 15.08, 2.35, 13.99, 13.06, 16.80, fair-deal-filaments-ltd
531398, 15.42, 0.02, 3.24, 3.35, 1.16, source-natural-foods--herbal-suppl-ltd
523620, 17.55, --, 2.03, 1.06, 1.40, phaarmasia-ltd
524699, 19.82, --, -0.35, 0.39, -0.43, kilburn-chemicals-ltd
532993, 23.72, 0.63, -22.95, -76.73, -10.07, sezal-glass-limited
530919, 25.02, 1.58, 5.25, 0.25, 7.20, remsons-industries-ltd
531489, 25.91, 0.01, 15.67, 11.50, 3.18, cg-vak-software--exports-ltd
538837, 26.76, 1.79, 13.62, 9.71, 1.75, jeevan-scientific-technology-ltd
532324, 26.94, 0.34, 3.26, -1.93, 0.82, cinevista-ltd
539287, 31.56, 0.88, 12.03, 4.00, 3.83, ortin-laboratories-ltd
516030, 36.04, 2.52, 16.69, -17.17, 9.14, yash-papers-ltd
514266, 42.87, 0.01, 25.10, 17.67, 15.83, zenith-fibres-ltd
524727, 45.11, --, -3.78, 59.79, 2.03, span-diagnostics-ltd
524828, 47.21, 0.39, 13.56, 11.34, 6.61, bdh-industries-ltd
539400, 52.40, 1.01, 12.96, 11.04, 25.46, mallcom-(india)-ltd
523371, 52.89, --, 107.56, 47.09, -13.16, mawana-sugars-ltd
506854, 55.16, --, 3.27, 1530.19, 7.57, tanfac-industries-ltd
514286, 55.46, --, -5.74, 4.46, -2.19, ashima-ltd
517522, 56.57, 0.74, 13.05, 7.79, 47.54, rajratan-global-wire-ltd
532376, 58.58, 0.84, -16.90, -42.04, -4.06, mro-tek-ltd
532384, 62.83, 0.18, 7.70, 4.40, 6.90, tyche-industries-ltd
533982, 71.82, 0.58, 11.23, 5.08, 13.53, tera-software-ltd
530505, 71.89, --, -3.48, 2930.16, -5.33, upper-ganges-sugar--industries-ltd
507260, 75.94, --, 1.93, 59.08, 16.96, oudh-sugar-mills-ltd
531744, 79.50, 0.27, 12.19, 8.57, 4.23, gini-silk-mills-ltd
500356, 83.34, --, -21.15, 502.67, -6.31, shree-rama-newsprint-ltd
526423, 90.53, 0.74, 18.60, 5.19, 3.88, kriti-industries-(india)-ltd
532610, 96.34, 7.87, 7.53, -23.02, 57.13, dwarikesh-sugar-industries-ltd
509692, 99.74, 0.14, -3.63, -4.48, 7.39, indian-card-clothing-coltd
522101, 112.08, 0.29, 8.91, 4.21, 9.10, kilburn-engineering-ltd
530363, 120.83, 2.21, 3.36, -3.91, 1.86, ugar-sugar-works-ltd
500239, 131.35, 2.22, 15.18, 0.34, 18.82, kg-denim-ltd
