Security_Code, Market_Cap, Debt_to_Equity, RoCE, RoNW, Operating_Profit_per_share, Secutity_Id
511024, 0.67, --, --, --, 0.88, subway-finance--investment-coltd
530565, 2.38, --, --, --, 0.16, archana-software-ltd
526795, 3.53, 0.15, 22.19, 16.83, 4.19, mahasagar-travels-ltd
519031, 3.95, --, 15.18, 9.25, 4.14, shah-foods-ltd
531436, 4.35, --, 12.56, -16.42, 4.46, saffron-industries-limited
539392, 8.82, --, --, --, 0.05, sang-froid-labs-(india)-ltd
539304, 11.62, --, --, --, 0.14, kartavya-udyog-viniyog-ltd
531758, 39.84, --, --, --, 0.53, gkconsultants-ltd
531726, 47.42, 0.34, 13.87, 10.26, 9.57, panchsheel-organics-ltd
514266, 48.73, 0.01, 25.10, 17.67, 15.83, zenith-fibres-ltd
526775, 55.62, --, --, --, 0.12, valiant-communications-ltd
524654, 75.93, 0.12, 15.41, 12.05, 21.59, natural-capsules-ltd
512634, 79.92, 0.47, 12.88, 7.69, 9.57, savera-industries-ltd
512493, 100.85, 0.02, --, --, 0.55, garnet-international-ltd
538743, 103.61, --, --, --, 3.38, green-field-agri-ventures-ltd
590031, 155.71, --, 15.34, 10.83, 9.38, de-nora-india-ltd
590043, 168.94, 0.50, 17.73, 14.65, 13.50, harita-seating-systems-ltd
536264, 181.85, 0.30, 25.76, 19.58, 24.44, tiger-logistics-(india)-ltd
530843, 329.00, 0.09, 44.33, 31.85, 11.54, cupid-ltd
522295, 436.97, 0.08, 24.23, 18.95, 27.70, control-print-ltd
532663, 552.97, --, --, --, 10.60, sasken-communication-technologies-ltd
530441, 641.25, --, --, --, 0.00, mahanivesh-(india)-ltd
505710, 688.05, 0.23, 22.14, 15.04, 3.26, grauer--weil-(india)-ltd
517080, 883.97, 0.01, 23.87, 15.41, 16.27, high-ground-enterprise-ltd
538268, 2037.98, 0.03, 20.30, 14.20, 14.26, wonderla-holidays-ltd
500674, 10559.26, --, 20.67, 17.78, 147.14, sanofi-india-ltd
