Security_Code, Market_Cap, Debt_to_Equity, RoCE, RoNW, Operating_Profit_per_share, Secutity_Id
532303, 5.34, --, --, --, 0.10, integrated-hitech-ltd
531236, 14.26, 0.39, 13.93, 11.87, 10.74, mewar-polytex-ltd
532730, 16.47, --, 15.25, 28.60, 0.02, stl-global-ltd
531600, 18.09, 0.01, 10.34, 4.63, 1.73, gogia-capital-services-limited
531758, 28.76, --, --, --, 0.53, gkconsultants-ltd
530521, 36.88, 0.05, 22.37, 15.67, 7.35, virat-industries-ltd
526161, 37.16, 0.17, 11.51, 6.62, 15.15, spenta-international-ltd
538964, 51.98, 0.32, 23.81, 18.26, 48.17, mercury-laboratories-ltd
514354, 54.26, 0.48, 12.10, 9.87, 2.48, premier-polyfilm-ltd
512634, 70.38, 0.47, 12.88, 7.69, 9.57, savera-industries-ltd
524654, 71.56, 0.12, 15.41, 12.05, 21.59, natural-capsules-ltd
532053, 76.38, --, 36.13, 29.07, 30.26, wallfort-financial-services-ltd
526315, 110.23, --, 18.83, 12.06, 8.61, divyashakti-granites-ltd
519457, 124.58, 0.06, 10.17, 6.01, 1.21, virat-crane-industries-ltd
538595, 201.49, 0.31, 16.01, 11.12, 55.63, gloster-ltd
530843, 302.88, 0.09, 44.33, 31.85, 11.54, cupid-ltd
532543, 359.44, 0.09, 10.26, 3.96, 2.84, gp-petroleums-limited
530299, 642.24, 0.17, 10.17, 6.64, 36.14, kothari-products-ltd
507488, 802.16, 0.21, 21.01, 14.76, 30.12, gmbreweries-ltd
509557, 862.51, 0.10, 20.71, 13.89, 36.30, garware-wall-ropes-ltd
532504, 1726.32, 0.08, 11.57, 8.64, 64.81, navin-fluorine-international-limited
500027, 4993.85, 0.24, 29.67, 23.80, 126.67, atul-ltd
500490, 18552.63, --, --, --, 84.05, bajaj-holdings--investment-ltd
