Security_Code, Market_Cap, Debt_to_Equity, RoCE, RoNW, Operating_Profit_per_share, Secutity_Id
504973, 00, 0.85, 10.62, 9.15, 17.06, tube-investments-of-india-ltd
532092, 0.43, --, --, --, -0.01, sagar-productions-limited
511024, 0.66, --, --, --, 0.88, subway-finance--investment-coltd
531658, 0.76, --, --, --, 0.02, trijal-industries-ltd
530057, 0.85, 3.79, --, --, -0.14, ivee-injectaa-ltd
512441, 1.20, --, --, --, 31.11, enbee-trade--finance-ltd
526073, 1.20, 0.77, 20.53, 16.67, 21.54, galaxy-bearings-ltd
530179, 1.47, --, --, --, 0.02, rsc-international-ltd
530601, 1.60, --, -6.07, -6.08, -0.23, jagsonpal-finance--leasing-ltd
530291, 1.80, --, --, --, -1.67, raj-agro-mills-ltd
502460, 1.83, --, --, --, -1.75, solid-containers-ltd
522036, 1.91, --, 419.72, 25.93, -3.47, miven-machine-tools-ltd
531067, 1.94, --, --, --, -0.62, contil-india-ltd
532364, 1.95, 0.01, -3.88, -3.14, -0.07, cyberscape-multimedia-ltd
523164, 1.95, 2.77, --, --, -0.46, sip-industries-ltd
530565, 2.00, --, --, --, 0.16, archana-software-ltd
532011, 2.40, 1.84, 14.73, 4.32, 4.46, pooja-entertainment-and-films-ltd
506874, 2.44, --, --, --, 0.01, shreejal-info-hubs-ltd
590091, 2.52, 0.84, 31.30, 35.94, 2.64, trinethra-infra-ventures-ltd
531235, 2.66, --, 0.18, --, 0.02, citiport-financial-services-ltd
530443, 2.75, --, -9.20, -8.34, -0.51, kiran-syntex-ltd
531928, 2.79, 8.19, -8.74, -55.50, -0.37, golden-carpets-ltd
504673, 2.99, --, --, --, -0.64, universal-prime-aluminium-ltd
530173, 3.00, --, 8.98, 5.19, 1.51, oscar-global-ltd
523862, 3.19, 0.66, 0.79, -3.92, 0.12, dhoot-industries-ltd
513452, 3.42, --, --, --, -1.95, elango-industries-ltd
530347, 3.65, 0.28, --, --, -8.20, magnum-ltd
514484, 3.75, 0.19, -3.73, -6.88, -0.35, thambbi-modern-spinning-mills-ltd
539198, 3.76, --, --, --, 0.07, capfin-india-ltd
530841, 3.88, 0.63, 3.21, 0.22, 0.93, bil-continental-limited
530697, 3.91, 0.01, --, --, -0.14, neelkanth-technologies-ltd
539012, 3.93, --, 12.07, 9.88, 5.48, megri-soft-ltd
513307, 3.97, 1.72, 18.37, 17.22, 11.45, synthiko-foils-ltd
530815, 4.00, 5.02, 10.02, -50.48, 1.54, refnol-resins--chemicals-ltd
538646, 4.15, 0.06, 4.11, 1.30, 0.59, parnami-credits-ltd
500458, 4.19, --, -185.45, 142.44, -1.30, kore-foods-ltd
531436, 4.21, --, 12.56, -16.42, 4.46, saffron-industries-limited
539224, 4.24, --, 1.16, 0.81, 0.15, shreenath-industrial-investment-company-ltd
532354, 4.50, --, 7.02, 3.24, 0.02, virgo-global-media-limited
531553, 4.97, --, --, --, 0.25, arihant-avenues--credit-ltd
523062, 5.06, --, --, --, 0.95, jjfinance-corporation-ltd
539353, 5.24, --, 14.11, 9.58, 15.58, swaraj-automotives-ltd
507609, 5.29, 0.30, 73.50, 41.41, 70.42, olympic-oil-industries-ltd
524624, 5.29, 0.55, 8.19, 11.12, 0.19, gagan-gases-ltd
532303, 5.34, --, --, --, 0.10, integrated-hitech-ltd
531832, 5.36, --, --, --, -0.02, nagarjuna-agri-tech-ltd
530931, 5.38, 12.71, 12.86, -4.54, 5.57, stanpacks-(india)-ltd
531762, 5.38, 1.02, 23.54, 44.46, 0.42, unjha-formulations-ltd
531917, 5.69, 0.24, 3.52, 2.47, 1.14, twinstar-industries-limited
500143, 6.15, 33.03, 7.92, 28.40, 3.85, ph-capital-ltd
531448, 6.16, --, 0.10, 0.07, -0.53, safal-securities-ltd
